"BASKETID","BASKETTYPE","DIRECTION","LOCATION_DESCRIPTION","OWNERTYPE","SECTION","STATEPLANE_LABELX","STATEPLANE_LABELY","STATEPLANE_SNAPPEDX","STATEPLANE_SNAPPEDY","STREETNAME1","STREETNAME2","OBJECTID","point"
"21010107","S","N","N corner of WESTCHESTER AV and ZEREGA AV","D","BX101","1,026,654.00507498","244,289.14303304","1,026,660.40368423","244,219.7445498","WESTCHESTER AV","ZEREGA AV","8841","POINT (-73.8467567911 40.8370907204)"
"21230065","H","NE","NE corner of WHITE PLAINS RD and E 229 ST","D","BX123","1,023,356.50838915","263,816.70437154","1,023,303.69812731","263,793.33401147","WHITE PLAINS RD","E 229 ST","37248","POINT (-73.8585595966 40.8907031132)"
"31750043","S","NW","NW corner of AV D and E 46 ST","D","BKN175","1,002,719.19336465","173,195.08640255","1,002,758.60109423","173,166.55332314","AV D","E 46 ST","10945","POINT (-73.933449594 40.6420378273)"
"10520297","C","Direction TBD","Location Description T/K","B","MN052","987,607.09629232","214,933.64203288","987,590.84942353","214,904.43669366","Street Name TBD",,"18777","POINT (-73.9878825022 40.7566190196)"
"30210304","H","NW","NW corner of BRIDGE ST and PLYMOUTH ST","B","BKN021","988,469.21825573","195,701.2746578","988,496.1594748","195,662.96502313","BRIDGE ST","PLYMOUTH ST","38124","POINT (-73.9847827174 40.7038305105)"
"11040287","D","Direction TBD","Location Description T/K","O","MN104","1,000,643.67881489","240,389.91526721","1,000,672.73273033","240,373.67083862","Street Name TBD",,"100849","POINT (-73.9407646033 40.8264750508)"
"21120023","R","N","N corner of WILLIAMSBRIDGE RD and LYDIG AV","D","BX112","1,024,283.90253173","251,034.49830872","1,024,287.04917897","251,005.56431146","WILLIAMSBRIDGE RD","LYDIG AV","8212","POINT (-73.8552817809 40.8556157734)"
"10320076","R","SW","SW corner of SUFFOLK ST and RIVINGTON ST","D","MN032","988,108.07560532","201,329.19450431","988,133.92594731","201,341.82800922","SUFFOLK ST","RIVINGTON ST","22861","POINT (-73.9860820108 40.7192779768)"
"20110267","S","SE","SE corner of BRUCKNER BLVD and LINCOLN AV","D","BX011","1,003,780.15909047","233,465.56100571","1,003,766.43405232","233,504.7069248","BRUCKNER BLVD","LINCOLN AV","78052","POINT (-73.9294516915 40.807463269)"
"10930100","S","SW","SW corner of BROADWAY and W 142 ST","D","MN093","997,474.65989047","239,667.76316822","997,518.68572105","239,684.0744873","BROADWAY","W 142 ST","5037","POINT (-73.9522166628 40.8244982623)"
"10710204","H","NW","NW corner of W 66 ST and FREEDOM PL","P","MN071","987,452.93157439","222,243.41022171","987,446.96734747","222,218.28395963","W 66 ST","FREEDOM PL","7945","POINT (-73.9884354791 40.776682497)"
"10620075","H","SE","SE corner of LEXINGTON AV and E 45 ST","B","MN062","991,297.73982965","213,672.4847783","991,289.54955731","213,718.04997589","LEXINGTON AV","E 45 ST","5287","POINT (-73.9745623822 40.7531552922)"
"10410179","S","NW","NW corner of AVE OF THE AMERICAS and W 14 ST","D","MN041","985,076.95109014","207,999.36981222","985,109.31257398","207,960.17763338","AVE OF THE AMERICAS","W 14 ST","25321","POINT (-73.9970159582 40.7375867828)"
"10750155","S","NE","NE corner of WEST END AV and W 102 ST","D","MN075","992,513.7816889","230,418.22228414","992,477.39134173","230,401.35027063","WEST END AV","W 102 ST","3460","POINT (-73.9701526921 40.7991168824)"
"10520457","R","NE","NE corner of MADISON AV and E 58 ST","D","MN052","992,128.68698664","217,263.85423596","992,078.72776897","217,249.57506505","MADISON AV","E 58 ST","2525","POINT (-73.9715590114 40.7630119817)"
"21110063","S","NE","NE corner of LYDIG AV and BARNES AV","D","BX111","1,021,953.25397781","250,644.7316998","1,021,927.81505232","250,616.88070564","LYDIG AV","BARNES AV","7760","POINT (-73.863709001 40.8545562423)"
"20730079","H","SW","SW corner of BAINBRIDGE AV and E 206 ST","D","BX073","1,017,539.54889448","258,032.6047193","1,017,564.84149481","258,057.16438146","BAINBRIDGE AV","E 206 ST","10365","POINT (-73.8796270919 40.8748514412)"
"31210013","S","S","S corner of NEW UTRECHT AV and 53 ST","D","BKS121","985,628.1301059","169,878.89880921","985,611.74267148","169,934.56470838","NEW UTRECHT AV","53 ST","17030","POINT (-73.9950348332 40.6329547494)"
"41030024","S","SE","SE corner of ROCKAWAY BLVD and 133 ST","D","QE103","1,038,298.00508089","185,036.82453005","1,038,245.14790314","185,110.3253673","ROCKAWAY BLVD","133 ST","13175","POINT (-73.8051531368 40.6743950623)"
"10510059","H","NE","NE corner of UNION SQ E and E 15 ST","B","MN051","987,132.93123014","207,195.69884738","987,089.85651314","207,190.29400255","UNION SQ E","E 15 ST","1331","POINT (-73.9895973261 40.7353804734)"
"10210061","S","NW","NW corner of HUDSON ST and SPRING ST","D","MN021","982,115.49310231","203,776.45732629","982,131.05409481","203,743.75562005","HUDSON ST","SPRING ST","212","POINT (-74.0077009996 40.7259957051)"
"10510515","H","Direction TBD","Location Description T/K","B","MN051","987,045.10824306","207,341.6686998","987,083.03163791","207,323.69648398","Street Name TBD",,"2211","POINT (-73.9899141631 40.7357811528)"
"30930077","S","Direction TBD","Location Description T/K","D","BKN093","997,954.62152898","178,289.82588497","997,950.00924178","178,347.71737199","Street Name TBD",,"18928","POINT (-73.9506075134 40.6560304343)"
"30150105","H","N","N corner of BROADWAY and DEBEVOISE ST","B","BKN015","1,000,029.56160481","194,929.95369388","1,000,000.00129648","194,889.84977147","BROADWAY","DEBEVOISE ST","34330","POINT (-73.9430903128 40.7017003523)"
"30730034","S","W","W corner of 4 AV and 45 ST","D","BKS073","981,461.20700932","175,826.51749139","981,520.19573648","175,837.4797398","4 AV","45 ST","13986","POINT (-74.0100500021 40.6492793556)"
"21240057","S","NE","NE corner of E 233 ST and WEBSTER AV","D","BX124","1,022,090.72876848","265,560.70875755","1,022,014.76369731","265,541.98865063","E 233 ST","WEBSTER AV","50593","POINT (-73.8631278043 40.895495365)"
"30140025","C","W","W corner of LEE AV and ROSS ST","D","BKN014","995,246.53606589","196,457.69965413","995,272.27125065","196,463.73113813","LEE AV","ROSS ST","16986","POINT (-73.9603380084 40.7059008919)"
"10730041","S","SW","SW corner of CENTRAL PARK W and W 88 ST","D","MN073","992,928.03512548","225,847.32394563","992,966.14364506","225,852.20254479","CENTRAL PARK W","W 88 ST","4184","POINT (-73.9686623887 40.7865706041)"
"41210134","S","NW","NW corner of JAMAICA AV and 204 ST","D","QE121","1,051,776.29210064","199,373.90149888","1,051,836.05247982","199,357.7082898","JAMAICA AV","204 ST","13051","POINT (-73.7564194659 40.7136543158)"
"30810155","R","SW","SW corner of BEDFORD AV and BERGEN ST","D","BKN081","997,212.32905032","185,621.29416163","997,237.12624481","185,642.2632798","BEDFORD AV","BERGEN ST","23119","POINT (-73.9532686945 40.6761548003)"
"50210036","H","E","E corner of SAND LA and CEDAR AV","D","SI021","965,007.97023082","156,114.12482964","964,932.99105007","156,149.04798813","SAND LA","CEDAR AV","20555","POINT (-74.0692864989 40.5951525073)"
"10340044","R","SW","SW corner of 3 AV and E 13 ST","D","MN034","987,580.72101697","206,173.02143081","987,619.94075482","206,183.04208005","3 AV","E 13 ST","22719","POINT (-73.9879820426 40.7325733183)"
"10840187","H","NE","NE corner of EAST END AV and GRACIE TER","B","MN084","999,089.06939131","220,676.24078389","999,064.83223507","220,671.76999229","EAST END AV","GRACIE TER","23760","POINT (-73.9464254484 40.7723691531)"
"30430084","R","N","N corner of BROADWAY and CHAUNCEY ST","O","BKN043","1,009,193.1656529","188,058.78469346","1,009,206.4687759","188,032.0518073","BROADWAY","CHAUNCEY ST","13093","POINT (-73.9100668303 40.6828195051)"
"41370003","S","NW","NW corner of BROOKVILLE BLVD and 147 RD","D","QE137","1,054,962.27326147","178,638.53188047","1,054,995.10784148","178,582.32005063","BROOKVILLE BLVD","147 RD","12850","POINT (-73.7451446849 40.6567158185)"
"20720036","S","E","E corner of E KINGSBRIDGE RD and MORRIS AV","D","BX072","1,013,009.85585414","255,211.46698888","1,012,962.71815315","255,199.93584396","E KINGSBRIDGE RD","MORRIS AV","10512","POINT (-73.8960182686 40.8671242092)"
"10510166","H","NW","NW corner of 5 AV and W 25 ST","B","MN051","987,394.82998456","209,973.38390879","987,383.01209481","209,942.98206672","5 AV","W 25 ST","1565","POINT (-73.9886510008 40.7430044404)"
"10430269","R","NW","NW corner of 9 AV and W 45 ST","O","MN043","986,652.87083857","216,375.5522068","986,659.96892148","216,334.13759147","9 AV","W 45 ST","1477","POINT (-73.9913262803 40.760577005)"
"40810085","S","Direction TBD","Location Description T/K","D","QE081","1,043,929.05353007","204,516.93517604","1,043,911.89300789","204,556.27572073","Street Name TBD",,"34307","POINT (-73.784680266 40.7278270728)"
"40220035","H","NW","NW corner of QUEENS BLVD and 44 ST","D","QW022","1,006,241.16860415","210,291.83143464","1,006,258.66299173","210,207.57832231","QUEENS BLVD","44 ST","15426","POINT (-73.9206376929 40.7438517156)"
"30920005","R","NE","NE corner of NOSTRAND AV and LINCOLN RD","D","BKN092","997,966.2881723","180,363.8545453","997,944.40173315","180,330.68925729","NOSTRAND AV","LINCOLN RD","11475","POINT (-73.9505612471 40.6617231679)"
"30420154","R","N","N corner of HIMROD ST and EVERGREEN AV","D","BKN042","1,005,048.42164581","192,489.4818688","1,005,042.78943923","192,466.41957897","HIMROD ST","EVERGREEN AV","22677","POINT (-73.9249971159 40.6949914555)"
"10220186","S","NE","NE corner of BLEECKER ST and THOMPSON ST","D","MN022","984,395.62568115","204,676.83741529","984,363.26419731","204,666.24721338","BLEECKER ST","THOMPSON ST","366","POINT (-73.9994745836 40.7284672854)"
"21010015","S","NE","NE corner of CITY ISLAND AV and ROCHELLE ST","D","BX101","1,044,250.50465882","245,077.51087888","1,044,223.90234981","245,008.47656813","CITY ISLAND AV","ROCHELLE ST","6607","POINT (-73.7831582296 40.8391525323)"
"40920046","S","NE","NE corner of JAMAICA AV and 76 ST","D","QW092","1,021,547.5523614","191,313.18861772","1,021,528.9835009","191,285.6575048","JAMAICA AV","76 ST","14852","POINT (-73.8655048413 40.6917086513)"
"40930080","S","S","S corner of 111 ST and JAMAICA AV","D","QW093","1,029,390.83162232","193,081.92819047","1,029,376.49077173","193,152.9077073","111 ST","JAMAICA AV","27843","POINT (-73.8372101439 40.6965268943)"
"40230024","H","NW","NW corner of VERNON BLVD and 46 RD","D","QW023","997,237.56915732","211,218.79250722","997,269.82598256","211,160.16171896","VERNON BLVD","46 RD","8898","POINT (-73.9531283209 40.7464137973)"
"20730029","H","W","W corner of JEROME AV and W MOSHOLU PKWY N","B","BX073","1,016,306.66553348","260,086.46839371","1,016,344.58146815","260,096.66489564","JEROME AV","W MOSHOLU PKWY N","9416","POINT (-73.8840752867 40.8804932205)"
"41160028","S","Direction TBD","Location Description T/K","D","QE116","1,052,196.41461998","214,650.45821606","1,052,238.90712167","214,669.19419425","Street Name TBD",,"11681","POINT (-73.7547497285 40.7555813188)"
"10610055","R","Direction TBD","Location Description T/K","O","MN061","990,414.7189579","207,988.7363033","990,382.07826886","208,006.92715306","Street Name TBD",,"2548","POINT (-73.9777547053 40.7375554867)"
"30640112","S","N","N corner of PROSPECT PARK W and 6 ST","D","BKS064","991,085.15921806","182,136.53275846","991,084.33015148","182,103.10041063","PROSPECT PARK W","6 ST","16706","POINT (-73.9753616707 40.6665967624)"
"50130104","S","SE","SE corner of CARY AV and BROADWAY","D","SI013","951,904.64210682","169,736.31116788","951,844.06053506","169,780.03450564","CARY AV","BROADWAY","15107","POINT (-74.1165340349 40.6325044292)"
"20210014","S","SE","SE corner of WESTCHESTER AV and KELLY ST","D","BX021","1,013,142.47205873","238,913.96447897","1,013,090.24709757","238,967.34691814","WESTCHESTER AV","KELLY ST","6239","POINT (-73.8956090134 40.8223919462)"
"11210221","R","W","W corner of W 158 ST and RIVERSIDE DR","D","MN121","999,209.79815248","243,663.7377878","999,248.38173673","243,618.92554146","W 158 ST","RIVERSIDE DR","17408","POINT (-73.9459383525 40.8354632974)"
"20930049","R","SW","SW corner of STARLING AV and PURDY ST","D","BX093","1,024,810.75219981","243,917.83504863","1,024,851.07987507","243,950.36844814","STARLING AV","PURDY ST","11181","POINT (-73.8534203281 40.8360802471)"
"20730013","H","SE","SE corner of E GUN HILL RD and TRYON AV","B","BX073","1,018,353.69129506","259,920.5241718","1,018,335.17788064","259,956.69470313","E GUN HILL RD","TRYON AV","9080","POINT (-73.8766735972 40.8800300829)"
"21230009","S","S","S corner of WHITE PLAINS RD and E 231 ST","D","BX123","1,023,517.33418298","264,214.7990478","1,023,503.88473481","264,272.69000813","WHITE PLAINS RD","E 231 ST","8621","POINT (-73.8579755885 40.8917950416)"
"31320301","R","SE","SE corner of SURF AV and W 16 ST","D","BKS132","988,924.68584873","148,859.04977289","988,887.65541098","148,881.16062105","SURF AV","W 16 ST","48577","POINT (-73.9831724554 40.5752584235)"
"30930098","D","Direction TBD","Location Description T/K","O","BKN093","994,551.93279631","179,335.28278355","994,613.23074574","179,342.9766145","Street Name TBD",,"100505","POINT (-73.9628694606 40.6589045963)"
"30310015","R","SW","SW corner of HART ST and LEWIS AV","D","BKN031","1,001,589.56767115","192,242.2225208","1,001,607.68180814","192,279.68766896","HART ST","LEWIS AV","23626","POINT (-73.9374710031 40.6943202389)"
"10430351","S","SE","SE corner of 12 AVE and W 46 ST","D","MN043","984,696.38984339","217,618.01133604","984,683.08967315","217,676.19822756","12 AVE","W 46 ST","6121","POINT (-73.9983885698 40.763987551)"
"30630089","S","SW","SW corner of FLATBUSH AV and PARK PL","D","BKS063","991,789.61122122","186,057.57773788","991,790.68372564","186,108.9257323","FLATBUSH AV","PARK PL","16749","POINT (-73.9728179849 40.6773585797)"
"40410024","S","SW","SW corner of BAXTER AV and ROOSEVELT AV","D","QW041","1,016,726.32939231","211,673.9395628","1,016,762.96973898","211,709.82925481","BAXTER AV","ROOSEVELT AV","14212","POINT (-73.8827919332 40.7476129631)"
"10710023","H","NW","NW corner of BROADWAY and W 61 ST","B","MN071","989,120.06931622","219,830.21130797","989,144.09124981","219,771.76490255","BROADWAY","W 61 ST","4894","POINT (-73.9824178522 40.7700581364)"
"31320265","S","NE","NE corner of CONEY ISLAND AV and NEPTUNE AV","D","BKS132","995,427.5376724","151,369.78556505","995,415.79130481","151,343.56842588","CONEY ISLAND AV","NEPTUNE AV","33921","POINT (-73.9597598818 40.5821440839)"
"10710064","S","NW","NW corner of CENTRAL PARK W and W 63 ST","D","MN071","989,736.37681064","220,080.33383922","989,746.23866756","220,041.29553147","CENTRAL PARK W","W 63 ST","5681","POINT (-73.9801926265 40.7707442966)"
"10620256","R","NE","NE corner of 1 AV and E 30 ST","O","MN062","991,161.4832124","209,351.02557346","991,124.78282648","209,344.33497004","1 AV","E 30 ST","3608","POINT (-73.9750586183 40.7412940804)"
"40830008","R","Direction TBD","Location Description T/K","D","QE083","1,035,375.38133298","208,391.81784621","1,035,388.95682556","208,422.77623759","Street Name TBD","HORACE HARDING EXPY","11706","POINT (-73.815512044 40.7385162237)"
"30720076","S","W","W corner of 4 AV and 43 ST","D","BKS072","981,781.7007909","176,228.56261905","981,843.33813481","176,244.59834813","4 AV","43 ST","13991","POINT (-74.0088951825 40.6503829773)"
"50340035","D","Direction TBD","Location Description T/K","O","SI034","940,367.70553505","132,038.53649797","940,388.11367375","132,011.99893255","Street Name TBD",,"96365","POINT (-74.1578545457 40.5289820289)"
"10750111","S","SW","SW corner of CENTRAL PARK W and W 107 ST","D","MN075","995,377.62504256","230,267.13630022","995,414.67549339","230,267.21668063","CENTRAL PARK W","W 107 ST","5764","POINT (-73.9598092516 40.7986990502)"
"20530092","S","S","S corner of GRAND CONCOURSE and E 179 ST","D","BX053","1,010,701.5875048","249,307.56869172","1,010,684.14659481","249,333.5827473","GRAND CONCOURSE","E 179 ST","22120","POINT (-73.9043871427 40.8509270093)"
"10820190","S","Direction TBD","Location Description T/K","D","MN082","993,616.28374898","220,197.40086231","993,640.23889714","220,184.24180279","Street Name TBD",,"2678","POINT (-73.966184902 40.7710623555)"
"30920081","S","NE","NE corner of NOSTRAND AV and MAPLE ST","D","BKN092","997,994.18116115","180,091.12707238","997,967.50208065","180,057.9831098","NOSTRAND AV","MAPLE ST","12830","POINT (-73.9504612661 40.6609745481)"
"10930125","S","Direction TBD","Location Description T/K","D","MN093","997,499.10800432","240,451.90005139","997,477.23372143","240,465.86217184","Street Name TBD",,"5425","POINT (-73.9521267785 40.826650458)"
"10510564","S","NW","NW corner of BROADWAY and W 31 ST","D","MN051","987,444.18585698","211,704.0615498","987,467.14906564","211,658.66433089","BROADWAY","W 31 ST","2285","POINT (-73.9884720644 40.7477546993)"
"30930085","S","NE","NE corner of NOSTRAND AV and RUTLAND RD","D","BKN093","998,044.36544398","179,584.4919308","998,011.41275398","179,539.59503897","NOSTRAND AV","RUTLAND RD","13572","POINT (-73.9502814212 40.6595838684)"
"10630237","H","NE","NE corner of 2 AV and E 56 ST","D","MN063","993,864.05720356","215,662.42010288","993,773.54065231","215,666.58610505","2 AV","E 56 ST","18298","POINT (-73.9652968518 40.7586147395)"
"10930144","S","NW","NW corner of AMSTERDAM AV and W 148 ST","D","MN093","999,116.38659389","240,715.31651931","999,119.10706089","240,667.76018396","AMSTERDAM AV","W 148 ST","2747","POINT (-73.9462824567 40.827370887)"
