year_month,NTA2020,Complaint Type,complaint_count
2011-10,BK0204,Overflowing Litter Baskets,3
2011-10,BK0204,Sweeping/Missed-Inadequate,2
2011-10,BK0301,Litter Basket / Request,4
2011-10,BK0301,Missed Collection (All Materials),14
2011-10,BK0301,Overflowing Litter Baskets,2
2011-10,BK0301,Sweeping/Missed-Inadequate,4
2011-10,BK0302,Litter Basket / Request,7
2011-10,BK0302,Missed Collection (All Materials),15
2011-10,BK0302,Sweeping/Missed-Inadequate,2
2011-10,BK0401,Litter Basket / Request,3
2011-10,BK0401,Missed Collection (All Materials),6
2011-10,BK0402,Litter Basket / Request,1
2011-10,BK0402,Missed Collection (All Materials),6
2011-10,BK0402,Overflowing Litter Baskets,2
2011-10,BK0402,Sweeping/Missed-Inadequate,3
2011-10,BK0501,Missed Collection (All Materials),6
2011-10,BK0502,Missed Collection (All Materials),4
2011-10,BK0502,Sweeping/Missed-Inadequate,3
2011-10,BK0503,Missed Collection (All Materials),9
2011-10,BK0503,Overflowing Litter Baskets,1
2011-10,BK0503,Sweeping/Missed-Inadequate,2
2011-10,BK0505,Missed Collection (All Materials),4
2011-10,BK0505,Sweeping/Missed-Inadequate,2
2011-10,BK0601,Litter Basket / Request,3
2011-10,BK0601,Missed Collection (All Materials),15
2011-10,BK0601,Overflowing Litter Baskets,1
2011-10,BK0601,Sweeping/Missed-Inadequate,3
2011-10,BK0602,Litter Basket / Request,1
2011-10,BK0602,Missed Collection (All Materials),12
2011-10,BK0602,Overflowing Litter Baskets,3
2011-10,BK0602,Sweeping/Missed-Inadequate,2
2011-10,BK0701,Missed Collection (All Materials),5
2011-10,BK0701,Sweeping/Missed-Inadequate,3
2011-10,BK0702,Litter Basket / Request,1
2011-10,BK0702,Missed Collection (All Materials),1
2011-10,BK0702,Overflowing Litter Baskets,4
2011-10,BK0702,Sweeping/Missed-Inadequate,1
2011-10,BK0703,Litter Basket / Request,2
2011-10,BK0703,Overflowing Litter Baskets,2
2011-10,BK0703,Sweeping/Missed-Inadequate,1
2011-10,BK0771,Overflowing Litter Baskets,1
2011-10,BK0801,Litter Basket / Request,2
2011-10,BK0801,Missed Collection (All Materials),9
2011-10,BK0802,Litter Basket / Request,7
2011-10,BK0802,Missed Collection (All Materials),6
2011-10,BK0802,Sweeping/Missed-Inadequate,3
2011-10,BK0901,Litter Basket / Request,1
2011-10,BK0901,Missed Collection (All Materials),5
2011-10,BK0901,Overflowing Litter Baskets,1
2011-10,BK0901,Sweeping/Missed-Inadequate,1
2011-10,BK0902,Missed Collection (All Materials),1
2011-10,BK0902,Sweeping/Missed-Inadequate,1
2011-10,BK1001,Litter Basket / Request,1
2011-10,BK1001,Missed Collection (All Materials),13
2011-10,BK1001,Overflowing Litter Baskets,4
2011-10,BK1001,Sweeping/Missed-Inadequate,1
2011-10,BK1002,Missed Collection (All Materials),7
2011-10,BK1101,Litter Basket / Request,5
2011-10,BK1101,Missed Collection (All Materials),28
2011-10,BK1101,Sweeping/Missed-Inadequate,12
2011-10,BK1102,Litter Basket / Request,1
2011-10,BK1102,Missed Collection (All Materials),7
2011-10,BK1102,Sweeping/Missed-Inadequate,2
2011-10,BK1103,Missed Collection (All Materials),15
2011-10,BK1103,Overflowing Litter Baskets,1
2011-10,BK1103,Sweeping/Missed-Inadequate,3
2011-10,BK1201,Missed Collection (All Materials),8
2011-10,BK1202,Litter Basket / Request,3
2011-10,BK1202,Missed Collection (All Materials),42
2011-10,BK1202,Overflowing Litter Baskets,1
2011-10,BK1202,Sweeping/Missed-Inadequate,3
2011-10,BK1203,Litter Basket / Request,1
2011-10,BK1203,Missed Collection (All Materials),6
2011-10,BK1203,Overflowing Litter Baskets,1
2011-10,BK1203,Sweeping/Missed-Inadequate,1
2011-10,BK1204,Litter Basket / Request,1
2011-10,BK1204,Missed Collection (All Materials),15
2011-10,BK1204,Overflowing Litter Baskets,1
2011-10,BK1204,Sweeping/Missed-Inadequate,2
2011-10,BK1301,Missed Collection (All Materials),2
2011-10,BK1301,Sweeping/Missed-Inadequate,1
2011-10,BK1302,Litter Basket / Request,1
2011-10,BK1302,Missed Collection (All Materials),4
2011-10,BK1303,Missed Collection (All Materials),5
2011-10,BK1401,Litter Basket / Request,1
2011-10,BK1401,Missed Collection (All Materials),4
2011-10,BK1401,Overflowing Litter Baskets,1
2011-10,BK1401,Sweeping/Missed-Inadequate,2
2011-10,BK1402,Litter Basket / Request,2
2011-10,BK1402,Missed Collection (All Materials),5
2011-10,BK1402,Sweeping/Missed-Inadequate,2
2011-10,BK1403,Collection Truck Noise,1
2011-10,BK1403,Missed Collection (All Materials),13
2011-10,BK1501,Missed Collection (All Materials),15
2011-10,BK1501,Overflowing Litter Baskets,1
2011-10,BK1501,Sweeping/Missed-Inadequate,7
2011-10,BK1502,Litter Basket / Request,1
2011-10,BK1502,Missed Collection (All Materials),8
2011-10,BK1503,Litter Basket / Request,2
2011-10,BK1503,Missed Collection (All Materials),13
2011-10,BK1601,Litter Basket / Request,1
2011-10,BK1601,Missed Collection (All Materials),3
2011-10,BK1602,Missed Collection (All Materials),9
2011-10,BK1602,Overflowing Litter Baskets,1
2011-10,BK1701,Litter Basket / Request,3
2011-10,BK1701,Missed Collection (All Materials),14
2011-10,BK1701,Overflowing Litter Baskets,1
2011-10,BK1702,Collection Truck Noise,1
2011-10,BK1702,Missed Collection (All Materials),18
2011-10,BK1702,Overflowing Litter Baskets,2
2011-10,BK1702,Sweeping/Missed-Inadequate,2
2011-10,BK1703,Litter Basket / Request,2
2011-10,BK1703,Missed Collection (All Materials),13
2011-10,BK1703,Sweeping/Missed-Inadequate,5
2011-10,BK1704,Missed Collection (All Materials),6
2011-10,BK1801,Litter Basket / Request,4
2011-10,BK1801,Missed Collection (All Materials),8
2011-10,BK1801,Overflowing Litter Baskets,1
2011-10,BK1801,Sweeping/Missed-Inadequate,2
2011-10,BK1802,Collection Truck Noise,1
2011-10,BK1802,Missed Collection (All Materials),12
2011-10,BK1803,Litter Basket / Request,3
2011-10,BK1803,Missed Collection (All Materials),6
2011-10,BK1803,Overflowing Litter Baskets,1
2011-10,BK1803,Sweeping/Missed-Inadequate,7
2011-10,BX0101,Litter Basket / Request,2
2011-10,BX0101,Missed Collection (All Materials),2
2011-10,BX0102,Missed Collection (All Materials),4
2011-10,BX0201,Missed Collection (All Materials),3
2011-10,BX0301,Missed Collection (All Materials),2
2011-10,BX0302,Missed Collection (All Materials),2
2011-10,BX0303,Missed Collection (All Materials),5
2011-10,BX0401,Missed Collection (All Materials),2
2011-10,BX0401,Sweeping/Missed-Inadequate,1
2011-10,BX0402,Adopt-A-Basket,1
2011-10,BX0402,Missed Collection (All Materials),5
2011-10,BX0402,Overflowing Litter Baskets,1
2011-10,BX0403,Missed Collection (All Materials),1
2011-10,BX0501,Litter Basket / Request,1
2011-10,BX0501,Missed Collection (All Materials),2
2011-10,BX0502,Missed Collection (All Materials),1
2011-10,BX0503,Litter Basket / Request,3
2011-10,BX0601,Missed Collection (All Materials),1
2011-10,BX0602,Litter Basket / Request,4
2011-10,BX0602,Missed Collection (All Materials),5
2011-10,BX0602,Overflowing Litter Baskets,1
2011-10,BX0603,Missed Collection (All Materials),1
2011-10,BX0603,Sweeping/Missed-Inadequate,1
2011-10,BX0702,Litter Basket / Request,3
2011-10,BX0702,Missed Collection (All Materials),9
2011-10,BX0702,Overflowing Litter Baskets,2
2011-10,BX0703,Litter Basket / Request,4
2011-10,BX0703,Missed Collection (All Materials),3
2011-10,BX0801,Overflowing Litter Baskets,1
2011-10,BX0802,Litter Basket / Request,1
2011-10,BX0803,Litter Basket / Request,1
2011-10,BX0803,Missed Collection (All Materials),6
2011-10,BX0901,Litter Basket / Request,1
2011-10,BX0901,Missed Collection (All Materials),1
2011-10,BX0901,Overflowing Litter Baskets,1
2011-10,BX0901,Sweeping/Missed-Inadequate,2
2011-10,BX0902,Litter Basket / Request,2
2011-10,BX0902,Missed Collection (All Materials),2
2011-10,BX0903,Litter Basket / Request,1
2011-10,BX0903,Missed Collection (All Materials),1
2011-10,BX0904,Missed Collection (All Materials),1
2011-10,BX1002,Litter Basket / Request,2
2011-10,BX1002,Missed Collection (All Materials),9
2011-10,BX1003,Adopt-A-Basket,1
2011-10,BX1003,Litter Basket / Request,1
2011-10,BX1003,Missed Collection (All Materials),5
2011-10,BX1101,Missed Collection (All Materials),3
2011-10,BX1102,Missed Collection (All Materials),5
2011-10,BX1103,Missed Collection (All Materials),4
2011-10,BX1104,Missed Collection (All Materials),3
2011-10,BX1104,Overflowing Litter Baskets,1
2011-10,BX1104,Sweeping/Missed-Inadequate,1
2011-10,BX1201,Litter Basket / Request,1
2011-10,BX1201,Missed Collection (All Materials),14
2011-10,BX1201,Sweeping/Missed-Inadequate,1
2011-10,BX1202,Litter Basket / Request,1
2011-10,BX1202,Missed Collection (All Materials),13
2011-10,BX1202,Sweeping/Missed-Inadequate,1
2011-10,BX1203,Missed Collection (All Materials),16
2011-10,BX1203,Overflowing Litter Baskets,1
2011-10,BX2691,Missed Collection (All Materials),1
2011-10,BX2891,Sweeping/Missed-Inadequate,1
2011-10,MN0101,Missed Collection (All Materials),3
2011-10,MN0101,Sweeping/Missed-Inadequate,1
2011-10,MN0102,Missed Collection (All Materials),2
2011-10,MN0102,Sweeping/Missed-Inadequate,1
2011-10,MN0201,Litter Basket / Request,1
2011-10,MN0201,Missed Collection (All Materials),5
2011-10,MN0202,Litter Basket / Request,1
2011-10,MN0202,Missed Collection (All Materials),6
2011-10,MN0203,Litter Basket / Request,3
2011-10,MN0203,Missed Collection (All Materials),6
2011-10,MN0203,Overflowing Litter Baskets,2
2011-10,MN0203,Sweeping/Missed-Inadequate,1
2011-10,MN0302,Litter Basket / Request,2
2011-10,MN0302,Missed Collection (All Materials),5
2011-10,MN0303,Litter Basket / Request,8
2011-10,MN0303,Missed Collection (All Materials),6
2011-10,MN0303,Sweeping/Missed-Inadequate,1
2011-10,MN0401,Collection Truck Noise,1
2011-10,MN0401,Litter Basket / Request,5
2011-10,MN0401,Missed Collection (All Materials),16
2011-10,MN0401,Overflowing Litter Baskets,3
2011-10,MN0402,Litter Basket / Request,3
2011-10,MN0402,Missed Collection (All Materials),11
2011-10,MN0402,Overflowing Litter Baskets,1
2011-10,MN0402,Sweeping/Missed-Inadequate,1
2011-10,MN0501,Missed Collection (All Materials),4
2011-10,MN0501,Overflowing Litter Baskets,1
2011-10,MN0601,Litter Basket / Request,1
2011-10,MN0602,Litter Basket / Request,3
2011-10,MN0602,Missed Collection (All Materials),8
2011-10,MN0603,Litter Basket / Request,6
2011-10,MN0603,Missed Collection (All Materials),5
2011-10,MN0603,Overflowing Litter Baskets,1
2011-10,MN0604,Litter Basket / Request,2
2011-10,MN0604,Missed Collection (All Materials),2
2011-10,MN0701,Litter Basket / Request,1
2011-10,MN0701,Missed Collection (All Materials),3
2011-10,MN0702,Litter Basket / Request,2
2011-10,MN0702,Missed Collection (All Materials),8
2011-10,MN0703,Litter Basket / Request,2
2011-10,MN0703,Missed Collection (All Materials),9
2011-10,MN0703,Overflowing Litter Baskets,1
2011-10,MN0801,Missed Collection (All Materials),5
2011-10,MN0802,Litter Basket / Request,5
2011-10,MN0802,Missed Collection (All Materials),3
2011-10,MN0802,Sweeping/Missed-Inadequate,1
2011-10,MN0803,Litter Basket / Request,2
2011-10,MN0803,Missed Collection (All Materials),3
2011-10,MN0901,Litter Basket / Request,1
2011-10,MN0902,Litter Basket / Request,1
2011-10,MN0903,Litter Basket / Request,1
2011-10,MN0903,Missed Collection (All Materials),1
2011-10,MN1001,Missed Collection (All Materials),6
2011-10,MN1001,Overflowing Litter Baskets,2
2011-10,MN1001,Sweeping/Missed-Inadequate,1
2011-10,MN1002,Litter Basket / Request,6
2011-10,MN1002,Missed Collection (All Materials),12
2011-10,MN1002,Overflowing Litter Baskets,3
2011-10,MN1101,Litter Basket / Request,2
2011-10,MN1101,Sweeping/Missed-Inadequate,1
2011-10,MN1102,Litter Basket / Request,2
2011-10,MN1102,Missed Collection (All Materials),1
2011-10,MN1201,Missed Collection (All Materials),6
2011-10,MN1201,Overflowing Litter Baskets,2
2011-10,MN1202,Litter Basket / Request,3
2011-10,MN1202,Missed Collection (All Materials),2
2011-10,MN1202,Overflowing Litter Baskets,2
2011-10,MN1203,Litter Basket / Request,14
2011-10,MN6491,Litter Basket / Request,2
2011-10,QN0101,Litter Basket / Request,1
2011-10,QN0101,Missed Collection (All Materials),18
2011-10,QN0101,Sweeping/Missed-Inadequate,2
2011-10,QN0102,Missed Collection (All Materials),5
2011-10,QN0102,Sweeping/Missed-Inadequate,2
2011-10,QN0103,Litter Basket / Request,1
2011-10,QN0103,Missed Collection (All Materials),11
2011-10,QN0103,Sweeping/Missed-Inadequate,2
2011-10,QN0104,Litter Basket / Request,4
2011-10,QN0104,Missed Collection (All Materials),5
2011-10,QN0105,Missed Collection (All Materials),7
2011-10,QN0201,Litter Basket / Request,2
2011-10,QN0201,Missed Collection (All Materials),4
2011-10,QN0202,Missed Collection (All Materials),4
2011-10,QN0203,Adopt-A-Basket,1
2011-10,QN0203,Litter Basket / Request,2
2011-10,QN0203,Missed Collection (All Materials),3
2011-10,QN0203,Overflowing Litter Baskets,3
2011-10,QN0203,Sweeping/Missed-Inadequate,3
2011-10,QN0261,Litter Basket / Request,1
2011-10,QN0301,Litter Basket / Request,9
2011-10,QN0301,Missed Collection (All Materials),5
2011-10,QN0301,Overflowing Litter Baskets,2
2011-10,QN0301,Sweeping/Missed-Inadequate,4
2011-10,QN0302,Litter Basket / Request,1
2011-10,QN0302,Missed Collection (All Materials),7
2011-10,QN0302,Overflowing Litter Baskets,2
2011-10,QN0302,Sweeping/Missed-Inadequate,1
2011-10,QN0303,Missed Collection (All Materials),2
2011-10,QN0401,Adopt-A-Basket,1
2011-10,QN0401,Litter Basket / Request,1
2011-10,QN0401,Missed Collection (All Materials),10
2011-10,QN0401,Overflowing Litter Baskets,5
2011-10,QN0402,Litter Basket / Request,3
2011-10,QN0402,Missed Collection (All Materials),20
2011-10,QN0402,Overflowing Litter Baskets,1
2011-10,QN0501,Litter Basket / Request,1
2011-10,QN0501,Missed Collection (All Materials),10
2011-10,QN0501,Overflowing Litter Baskets,1
2011-10,QN0502,Litter Basket / Request,3
2011-10,QN0502,Missed Collection (All Materials),14
2011-10,QN0502,Sweeping/Missed-Inadequate,7
2011-10,QN0503,Missed Collection (All Materials),4
2011-10,QN0503,Sweeping/Missed-Inadequate,3
2011-10,QN0504,Litter Basket / Request,1
2011-10,QN0504,Missed Collection (All Materials),6
2011-10,QN0504,Overflowing Litter Baskets,2
2011-10,QN0504,Sweeping/Missed-Inadequate,1
2011-10,QN0574,Litter Basket / Request,1
2011-10,QN0601,Litter Basket / Request,2
2011-10,QN0601,Missed Collection (All Materials),4
2011-10,QN0601,Overflowing Litter Baskets,5
2011-10,QN0601,Sweeping/Missed-Inadequate,1
2011-10,QN0602,Litter Basket / Request,1
2011-10,QN0602,Missed Collection (All Materials),13
2011-10,QN0602,Overflowing Litter Baskets,1
2011-10,QN0602,Sweeping/Missed-Inadequate,2
2011-10,QN0701,Missed Collection (All Materials),12
2011-10,QN0702,Missed Collection (All Materials),24
2011-10,QN0703,Missed Collection (All Materials),2
2011-10,QN0704,Litter Basket / Request,3
2011-10,QN0704,Missed Collection (All Materials),25
2011-10,QN0705,Missed Collection (All Materials),17
2011-10,QN0706,Missed Collection (All Materials),5
2011-10,QN0707,Litter Basket / Request,2
2011-10,QN0707,Missed Collection (All Materials),7
2011-10,QN0707,Overflowing Litter Baskets,1
2011-10,QN0801,Litter Basket / Request,3
2011-10,QN0801,Missed Collection (All Materials),13
2011-10,QN0801,Sweeping/Missed-Inadequate,5
2011-10,QN0802,Litter Basket / Request,1
2011-10,QN0802,Missed Collection (All Materials),6
2011-10,QN0802,Sweeping/Missed-Inadequate,1
2011-10,QN0803,Missed Collection (All Materials),6
2011-10,QN0804,Litter Basket / Request,2
2011-10,QN0804,Missed Collection (All Materials),18
2011-10,QN0804,Overflowing Litter Baskets,1
2011-10,QN0805,Missed Collection (All Materials),5
2011-10,QN0805,Sweeping/Missed-Inadequate,1
2011-10,QN0901,Collection Truck Noise,1
2011-10,QN0901,Missed Collection (All Materials),1
2011-10,QN0901,Overflowing Litter Baskets,1
2011-10,QN0902,Litter Basket / Request,3
2011-10,QN0902,Missed Collection (All Materials),4
2011-10,QN0902,Overflowing Litter Baskets,2
2011-10,QN0902,Sweeping/Missed-Inadequate,1
2011-10,QN0903,Missed Collection (All Materials),2
2011-10,QN0904,Missed Collection (All Materials),5
2011-10,QN0905,Missed Collection (All Materials),4
2011-10,QN0905,Sweeping/Missed-Inadequate,1
2011-10,QN1001,Missed Collection (All Materials),10
2011-10,QN1001,Overflowing Litter Baskets,3
2011-10,QN1002,Missed Collection (All Materials),3
2011-10,QN1003,Missed Collection (All Materials),6
2011-10,QN1101,Litter Basket / Request,2
2011-10,QN1101,Missed Collection (All Materials),21
2011-10,QN1101,Overflowing Litter Baskets,3
2011-10,QN1102,Missed Collection (All Materials),16
2011-10,QN1102,Overflowing Litter Baskets,1
2011-10,QN1103,Litter Basket / Request,4
2011-10,QN1103,Missed Collection (All Materials),3
2011-10,QN1103,Overflowing Litter Baskets,1
2011-10,QN1104,Missed Collection (All Materials),2
2011-10,QN1104,Overflowing Litter Baskets,2
2011-10,QN1201,Collection Truck Noise,1
2011-10,QN1201,Litter Basket / Request,1
2011-10,QN1201,Missed Collection (All Materials),13
2011-10,QN1201,Overflowing Litter Baskets,4
2011-10,QN1202,Litter Basket / Request,4
2011-10,QN1202,Missed Collection (All Materials),13
2011-10,QN1202,Overflowing Litter Baskets,2
2011-10,QN1202,Sweeping/Missed-Inadequate,1
2011-10,QN1203,Missed Collection (All Materials),11
2011-10,QN1204,Litter Basket / Request,1
2011-10,QN1204,Missed Collection (All Materials),4
2011-10,QN1204,Overflowing Litter Baskets,2
2011-10,QN1205,Litter Basket / Request,1
2011-10,QN1205,Missed Collection (All Materials),10
2011-10,QN1206,Missed Collection (All Materials),7
2011-10,QN1301,Litter Basket / Request,1
2011-10,QN1301,Missed Collection (All Materials),6
2011-10,QN1302,Litter Basket / Request,1
2011-10,QN1302,Missed Collection (All Materials),3
2011-10,QN1303,Missed Collection (All Materials),7
2011-10,QN1304,Litter Basket / Request,3
2011-10,QN1304,Missed Collection (All Materials),3
2011-10,QN1305,Missed Collection (All Materials),8
2011-10,QN1306,Litter Basket / Request,7
2011-10,QN1306,Missed Collection (All Materials),7
2011-10,QN1306,Sweeping/Missed-Inadequate,1
2011-10,QN1307,Missed Collection (All Materials),11
2011-10,QN1401,Missed Collection (All Materials),10
2011-10,QN1402,Missed Collection (All Materials),2
2011-10,QN1402,Overflowing Litter Baskets,2
2011-10,QN1403,Litter Basket / Request,2
2011-10,QN1403,Missed Collection (All Materials),5
2011-10,QN1403,Overflowing Litter Baskets,1
2011-10,SI0101,Litter Basket / Request,2
2011-10,SI0101,Missed Collection (All Materials),11
2011-10,SI0102,Missed Collection (All Materials),2
2011-10,SI0103,Collection Truck Noise,2
2011-10,SI0103,Missed Collection (All Materials),5
2011-10,SI0104,Litter Basket / Request,2
