unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,intersection_street_1,intersection_street_2,address_type,city,facility_type,status,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane_,y_coordinate_state_plane_,park_facility_name,park_borough,latitude,longitude,location,incident_address,street_name,cross_street_1,cross_street_2,landmark
45453296,2020-01-23T15:43:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11218,,,ADDRESS,BROOKLYN,,Closed,2020-01-25T00:00:00.000,12 BROOKLYN,BROOKLYN,987438,172834,Unspecified,BROOKLYN,40.641065445186086,-73.98851278566565,"{'type': 'Point', 'coordinates': [-73.98851278566565, 40.641065445186086]}",1215 40 STREET,40 STREET,12 AVENUE,13 AVENUE,
45460128,2020-01-23T15:43:00.000,2020-01-28T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11106,,,ADDRESS,Astoria,,Closed,2020-01-28T00:00:00.000,01 QUEENS,QUEENS,1005985,217141,Unspecified,QUEENS,40.76265161152751,-73.92154002124103,"{'type': 'Point', 'coordinates': [-73.92154002124103, 40.76265161152751]}",31-12 34 STREET,34 STREET,31 AVENUE,BROADWAY,
45456087,2020-01-23T15:40:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10025,,,ADDRESS,NEW YORK,,Closed,2020-01-25T00:00:00.000,07 MANHATTAN,MANHATTAN,994006,227668,Unspecified,MANHATTAN,40.79156678627206,-73.9647670611818,"{'type': 'Point', 'coordinates': [-73.9647670611818, 40.79156678627206]}",360 CENTRAL PARK WEST,CENTRAL PARK WEST,WEST 95 STREET,WEST 96 STREET,
45454080,2020-01-23T15:38:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10455,,,ADDRESS,BRONX,,Closed,2020-01-25T00:00:00.000,01 BRONX,BRONX,1006810,235787,Unspecified,BRONX,40.813827794061396,-73.91849927625776,"{'type': 'Point', 'coordinates': [-73.91849927625776, 40.813827794061396]}",420 EAST  146 STREET,EAST  146 STREET,WILLIS AVENUE,BROOK AVENUE,
45458111,2020-01-23T15:37:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11221,,,ADDRESS,BROOKLYN,,Closed,2020-01-25T00:00:00.000,04 BROOKLYN,BROOKLYN,1007473,192215,Unspecified,BROOKLYN,40.694232076025195,-73.91625459761971,"{'type': 'Point', 'coordinates': [-73.91625459761971, 40.694232076025195]}",189 PALMETTO STREET,PALMETTO STREET,CENTRAL AVENUE,WILSON AVENUE,
45456088,2020-01-23T15:36:00.000,2020-01-26T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11373,,,ADDRESS,Elmhurst,,Closed,2020-01-26T00:00:00.000,04 QUEENS,QUEENS,1016364,209919,Unspecified,QUEENS,40.742797460541766,-73.88410796901083,"{'type': 'Point', 'coordinates': [-73.88410796901083, 40.742797460541766]}",42-31 81 STREET,81 STREET,BEND,45 AVENUE,
45458072,2020-01-23T15:34:00.000,2020-01-26T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10463,,,ADDRESS,BRONX,,Closed,2020-01-26T00:00:00.000,08 BRONX,BRONX,1009910,261945,Unspecified,BRONX,40.88561526279522,-73.90720004831459,"{'type': 'Point', 'coordinates': [-73.90720004831459, 40.88561526279522]}",3515 RIVERDALE AVENUE,RIVERDALE AVENUE,WEST 235 STREET,BEND,
45460129,2020-01-23T15:34:00.000,2020-01-30T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10312,,,ADDRESS,STATEN ISLAND,,Closed,2020-01-30T00:00:00.000,03 STATEN ISLAND,STATEN ISLAND,935303,136039,Unspecified,STATEN ISLAND,40.539936074003975,-74.17610232154084,"{'type': 'Point', 'coordinates': [-74.17610232154084, 40.539936074003975]}",35 SHERIDAN PLACE,SHERIDAN PLACE,ANNADALE ROAD,BARCLAY AVENUE,
45457069,2020-01-23T15:28:00.000,2020-02-01T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11434,,,ADDRESS,Jamaica,,Closed,2020-02-01T00:00:00.000,12 QUEENS,QUEENS,1046560,188933,Unspecified,QUEENS,40.68503488743123,-73.7753321606456,"{'type': 'Point', 'coordinates': [-73.7753321606456, 40.68503488743123]}",170-07 118 ROAD,118 ROAD,RING PLACE,MERRICK BOULEVARD,
45460247,2020-01-23T15:27:00.000,2020-01-26T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11423,,,ADDRESS,Hollis,,Closed,2020-01-26T00:00:00.000,12 QUEENS,QUEENS,1049361,198070,Unspecified,QUEENS,40.71009357343215,-73.76514446432411,"{'type': 'Point', 'coordinates': [-73.76514446432411, 40.71009357343215]}",99-05 194 STREET,194 STREET,99 AVENUE,100 AVENUE,
45453297,2020-01-23T15:21:00.000,2020-01-29T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11360,,,ADDRESS,Bayside,,Closed,2020-01-29T00:00:00.000,11 QUEENS,QUEENS,1044830,221540,Unspecified,QUEENS,40.77454485090197,-73.78127634190749,"{'type': 'Point', 'coordinates': [-73.78127634190749, 40.77454485090197]}",209-08 28 ROAD,28 ROAD,CORPORAL KENNEDY STREET,209 PLACE,
45457062,2020-01-23T15:20:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11234,,,ADDRESS,BROOKLYN,,Closed,2020-01-25T00:00:00.000,18 BROOKLYN,BROOKLYN,1002556,162834,Unspecified,BROOKLYN,40.61359921194625,-73.93406573304422,"{'type': 'Point', 'coordinates': [-73.93406573304422, 40.61359921194625]}",3712 AVENUE R,AVENUE R,EAST 37 STREET,EAST 38 STREET,
45453325,2020-01-23T15:15:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11235,,,ADDRESS,BROOKLYN,,Closed,2020-01-25T00:00:00.000,15 BROOKLYN,BROOKLYN,999343,154106,Unspecified,BROOKLYN,40.58964868457837,-73.94565776535534,"{'type': 'Point', 'coordinates': [-73.94565776535534, 40.58964868457837]}",2573 EAST   24 STREET,EAST   24 STREET,AVENUE Y,AVENUE Z,
45454138,2020-01-23T15:15:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10456,,,ADDRESS,BRONX,,Closed,2020-01-25T00:00:00.000,03 BRONX,BRONX,1011707,241069,Unspecified,BRONX,40.82831152032089,-73.90078667404259,"{'type': 'Point', 'coordinates': [-73.90078667404259, 40.82831152032089]}",1189 TINTON AVENUE,TINTON AVENUE,HOME STREET,EAST 168 STREET,
45455118,2020-01-23T15:15:00.000,2020-01-29T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11419,,,ADDRESS,South Richmond Hill,,Closed,2020-01-29T00:00:00.000,10 QUEENS,QUEENS,1036673,190728,Unspecified,QUEENS,40.69002581913062,-73.81096710072582,"{'type': 'Point', 'coordinates': [-73.81096710072582, 40.69002581913062]}",105-21 135 STREET,135 STREET,105 AVENUE,107 AVENUE,
45459083,2020-01-23T15:15:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10306,,,ADDRESS,STATEN ISLAND,,Closed,2020-01-25T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,956134,145341,Unspecified,STATEN ISLAND,40.56555875860687,-74.10119496045934,"{'type': 'Point', 'coordinates': [-74.10119496045934, 40.56555875860687]}",16 HETT AVENUE,HETT AVENUE,NEW DORP LANE,BEACON PLACE,
45456061,2020-01-23T15:12:00.000,2020-01-29T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11223,,,ADDRESS,BROOKLYN,,Closed,2020-01-29T00:00:00.000,15 BROOKLYN,BROOKLYN,992703,155242,Unspecified,BROOKLYN,40.59277559622343,-73.96956361230605,"{'type': 'Point', 'coordinates': [-73.96956361230605, 40.59277559622343]}",362 AVENUE W,AVENUE W,EAST 1 STREET,EAST 2 STREET,
45457063,2020-01-23T15:11:00.000,2020-01-30T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11414,,,ADDRESS,Howard Beach,,Closed,2020-01-30T00:00:00.000,10 QUEENS,QUEENS,1029988,177193,Unspecified,QUEENS,40.652912413619845,-73.83516442401803,"{'type': 'Point', 'coordinates': [-73.83516442401803, 40.652912413619845]}",96-12 163 AVENUE,163 AVENUE,96 STREET,97 STREET,
45457064,2020-01-23T15:10:00.000,2020-01-29T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10019,,,ADDRESS,NEW YORK,,Closed,2020-01-29T00:00:00.000,04 MANHATTAN,MANHATTAN,987408,218578,Unspecified,MANHATTAN,40.76662195855811,-73.9885994317214,"{'type': 'Point', 'coordinates': [-73.9885994317214, 40.76662195855811]}",453 WEST   54 STREET,WEST   54 STREET,9 AVENUE,10 AVENUE,
45455119,2020-01-23T15:08:00.000,2020-01-26T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10028,,,ADDRESS,NEW YORK,,Closed,2020-01-26T00:00:00.000,08 MANHATTAN,MANHATTAN,997248,222888,Unspecified,MANHATTAN,40.77844278885174,-73.9530681130674,"{'type': 'Point', 'coordinates': [-73.9530681130674, 40.77844278885174]}",237 EAST   86 STREET,EAST   86 STREET,3 AVENUE,2 AVENUE,
45458112,2020-01-23T15:08:00.000,2020-01-26T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10019,,,ADDRESS,NEW YORK,,Closed,2020-01-26T00:00:00.000,04 MANHATTAN,MANHATTAN,987408,218578,Unspecified,MANHATTAN,40.76662195855811,-73.9885994317214,"{'type': 'Point', 'coordinates': [-73.9885994317214, 40.76662195855811]}",453 WEST   54 STREET,WEST   54 STREET,9 AVENUE,10 AVENUE,
45454139,2020-01-23T15:06:00.000,2020-01-26T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11362,,,ADDRESS,Little Neck,,Closed,2020-01-26T00:00:00.000,11 QUEENS,QUEENS,1056613,212935,Unspecified,QUEENS,40.750837838821624,-73.73882676666764,"{'type': 'Point', 'coordinates': [-73.73882676666764, 40.750837838821624]}",240-11 68 AVENUE,68 AVENUE,DOUGLASTON PARKWAY,242 STREET,
45457116,2020-01-23T15:06:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10024,,,ADDRESS,NEW YORK,,Closed,2020-01-25T00:00:00.000,07 MANHATTAN,MANHATTAN,992270,226603,Unspecified,MANHATTAN,40.78864539367313,-73.97103774415604,"{'type': 'Point', 'coordinates': [-73.97103774415604, 40.78864539367313]}",600 COLUMBUS AVENUE,COLUMBUS AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,
45457030,2020-01-23T15:03:00.000,2020-01-31T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11231,,,ADDRESS,BROOKLYN,,Closed,2020-01-31T00:00:00.000,06 BROOKLYN,BROOKLYN,984427,186713,Unspecified,BROOKLYN,40.679160814072375,-73.99936185746613,"{'type': 'Point', 'coordinates': [-73.99936185746613, 40.679160814072375]}",45 3 PLACE,3 PLACE,CLINTON STREET,COURT STREET,
45458073,2020-01-23T14:57:00.000,2020-01-28T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11004,,,ADDRESS,Glen Oaks,,Closed,2020-01-28T00:00:00.000,13 QUEENS,QUEENS,1065503,209432,Unspecified,QUEENS,40.74114581573486,-73.70678344033432,"{'type': 'Point', 'coordinates': [-73.70678344033432, 40.74114581573486]}",82-22 263 STREET,263 STREET,82 AVENUE,83 AVENUE,
45460130,2020-01-23T14:57:00.000,2020-01-28T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11212,,,ADDRESS,BROOKLYN,,Closed,2020-01-28T00:00:00.000,16 BROOKLYN,BROOKLYN,1007515,181274,Unspecified,BROOKLYN,40.664201413322544,-73.91614091087976,"{'type': 'Point', 'coordinates': [-73.91614091087976, 40.664201413322544]}",673 SARATOGA AVENUE,SARATOGA AVENUE,BLAKE AVENUE,DUMONT AVENUE,
45458047,2020-01-23T14:56:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10035,,,ADDRESS,NEW YORK,,Closed,2020-01-25T00:00:00.000,11 MANHATTAN,MANHATTAN,999833,230890,Unspecified,MANHATTAN,40.800401946345985,-73.94371588967363,"{'type': 'Point', 'coordinates': [-73.94371588967363, 40.800401946345985]}",63 EAST  117 STREET,EAST  117 STREET,MADISON AVENUE,PARK AVENUE,
45458074,2020-01-23T14:56:00.000,2020-01-31T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11417,,,ADDRESS,Ozone Park,,Closed,2020-01-31T00:00:00.000,10 QUEENS,QUEENS,1029861,186455,Unspecified,QUEENS,40.678335156964806,-73.83555945845447,"{'type': 'Point', 'coordinates': [-73.83555945845447, 40.678335156964806]}",103-17 PLATTWOOD AVENUE,PLATTWOOD AVENUE,103 STREET,CENTREVILLE STREET,
45455020,2020-01-23T14:55:00.000,2020-01-30T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11417,,,ADDRESS,Ozone Park,,Closed,2020-01-30T00:00:00.000,09 QUEENS,QUEENS,1029492,188734,Unspecified,QUEENS,40.68459237673891,-73.83687450380448,"{'type': 'Point', 'coordinates': [-73.83687450380448, 40.68459237673891]}",105-15 103 AVENUE,103 AVENUE,105 STREET,106 STREET,
45459092,2020-01-23T14:54:00.000,2020-02-01T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11379,,,ADDRESS,Middle Village,,Closed,2020-02-01T00:00:00.000,05 QUEENS,QUEENS,1017895,198166,Unspecified,QUEENS,40.71053267501601,-73.87864171013722,"{'type': 'Point', 'coordinates': [-73.87864171013722, 40.71053267501601]}",73-27 68 AVENUE,68 AVENUE,73 PLACE,75 STREET,
45459136,2020-01-23T14:54:00.000,2020-01-29T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11385,,,ADDRESS,Ridgewood,,Closed,2020-01-29T00:00:00.000,05 QUEENS,QUEENS,1012246,195675,Unspecified,QUEENS,40.70371515065638,-73.89902812033019,"{'type': 'Point', 'coordinates': [-73.89902812033019, 40.70371515065638]}",60-19 68 ROAD,68 ROAD,60 STREET,60 LANE,
45457117,2020-01-23T14:51:00.000,2020-01-26T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10458,,,ADDRESS,BRONX,,Closed,2020-01-26T00:00:00.000,06 BRONX,BRONX,1015994,249923,Unspecified,BRONX,40.852598782319625,-73.88525410461324,"{'type': 'Point', 'coordinates': [-73.88525410461324, 40.852598782319625]}",2309 BEAUMONT AVENUE,BEAUMONT AVENUE,EAST 183 STREET,EAST 187 STREET,
45453326,2020-01-23T14:48:00.000,2020-01-28T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11420,,,ADDRESS,South Ozone Park,,Closed,2020-01-28T00:00:00.000,10 QUEENS,QUEENS,1037402,184235,Unspecified,QUEENS,40.672199703857856,-73.80838961080657,"{'type': 'Point', 'coordinates': [-73.80838961080657, 40.672199703857856]}",130-16 SUTTER AVENUE,SUTTER AVENUE,130 STREET,131 STREET,
45454081,2020-01-23T14:48:00.000,2020-01-29T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11209,,,ADDRESS,BROOKLYN,,Closed,2020-01-29T00:00:00.000,10 BROOKLYN,BROOKLYN,973521,164067,Unspecified,BROOKLYN,40.61699595600038,-74.03864550988058,"{'type': 'Point', 'coordinates': [-74.03864550988058, 40.61699595600038]}",9437 SHORE ROAD,SHORE ROAD,RIDGE BOULEVARD,95 STREET,
45454082,2020-01-23T14:47:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11419,,,ADDRESS,South Richmond Hill,,Closed,2020-01-25T00:00:00.000,10 QUEENS,QUEENS,1033156,189841,Unspecified,QUEENS,40.68761134581559,-73.82365550831558,"{'type': 'Point', 'coordinates': [-73.82365550831558, 40.68761134581559]}",103-35 120 STREET,120 STREET,103 AVENUE,LIBERTY AVENUE,
45455126,2020-01-23T14:46:00.000,2020-01-29T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11209,,,ADDRESS,BROOKLYN,,Closed,2020-01-29T00:00:00.000,10 BROOKLYN,BROOKLYN,973509,164094,Unspecified,BROOKLYN,40.61707005085613,-74.03868877643907,"{'type': 'Point', 'coordinates': [-74.03868877643907, 40.61707005085613]}",9425 SHORE ROAD,SHORE ROAD,RIDGE BOULEVARD,95 STREET,
45460248,2020-01-23T14:43:00.000,2020-01-29T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10019,,,ADDRESS,NEW YORK,,Closed,2020-01-29T00:00:00.000,04 MANHATTAN,MANHATTAN,987520,218516,Unspecified,MANHATTAN,40.766451743896056,-73.98819513521198,"{'type': 'Point', 'coordinates': [-73.98819513521198, 40.766451743896056]}",433 WEST   54 STREET,WEST   54 STREET,9 AVENUE,10 AVENUE,
45456091,2020-01-23T14:42:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10025,,,ADDRESS,NEW YORK,,Closed,2020-01-25T00:00:00.000,07 MANHATTAN,MANHATTAN,994515,229247,Unspecified,MANHATTAN,40.79590013743387,-73.96292643909213,"{'type': 'Point', 'coordinates': [-73.96292643909213, 40.79590013743387]}",20 WEST  102 STREET,WEST  102 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,
45460131,2020-01-23T14:42:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11212,,,ADDRESS,BROOKLYN,,Closed,2020-01-25T00:00:00.000,16 BROOKLYN,BROOKLYN,1010945,179213,Unspecified,BROOKLYN,40.65853474935977,-73.90378558641991,"{'type': 'Point', 'coordinates': [-73.90378558641991, 40.65853474935977]}",259 LOTT AVENUE,LOTT AVENUE,MOTHER GASTON BOULEVARD,CHRISTOPHER AVENUE,
45455062,2020-01-23T14:41:00.000,2020-01-26T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11216,,,ADDRESS,BROOKLYN,,Closed,2020-01-26T00:00:00.000,03 BROOKLYN,BROOKLYN,996843,187037,Unspecified,BROOKLYN,40.68004116474072,-73.95459754025802,"{'type': 'Point', 'coordinates': [-73.95459754025802, 40.68004116474072]}",22 BREVOORT PLACE,BREVOORT PLACE,FRANKLIN AVENUE,BEDFORD PLACE,
45455063,2020-01-23T14:41:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10452,,,ADDRESS,BRONX,,Closed,2020-01-25T00:00:00.000,04 BRONX,BRONX,1003306,241941,Unspecified,BRONX,40.83072703065269,-73.93114041714138,"{'type': 'Point', 'coordinates': [-73.93114041714138, 40.83072703065269]}",163 WEST  161 STREET,WEST  161 STREET,SUMMIT AVENUE,OGDEN AVENUE,
45456026,2020-01-23T14:41:00.000,2020-01-26T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11219,,,ADDRESS,BROOKLYN,,Closed,2020-01-26T00:00:00.000,12 BROOKLYN,BROOKLYN,986506,168915,Unspecified,BROOKLYN,40.63030891043862,-73.99187234046228,"{'type': 'Point', 'coordinates': [-73.99187234046228, 40.63030891043862]}",1440 54 STREET,54 STREET,14 AVENUE,15 AVENUE,
45456027,2020-01-23T14:41:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10040,,,ADDRESS,NEW YORK,,Closed,2020-01-25T00:00:00.000,12 MANHATTAN,MANHATTAN,1004378,251872,Unspecified,MANHATTAN,40.85798232629056,-73.92723689705721,"{'type': 'Point', 'coordinates': [-73.92723689705721, 40.85798232629056]}",17 FORT GEORGE HILL,FORT GEORGE HILL,FAIRVIEW AVENUE,BEND,
45457070,2020-01-23T14:40:00.000,2020-02-01T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11215,,,ADDRESS,BROOKLYN,,Closed,2020-02-01T00:00:00.000,06 BROOKLYN,BROOKLYN,989020,181714,Unspecified,BROOKLYN,40.66543839690924,-73.98280613734691,"{'type': 'Point', 'coordinates': [-73.98280613734691, 40.66543839690924]}",378 7 AVENUE,7 AVENUE,11 STREET,12 STREET,
45458075,2020-01-23T14:40:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11231,,,ADDRESS,BROOKLYN,,Closed,2020-01-25T00:00:00.000,06 BROOKLYN,BROOKLYN,983169,187603,Unspecified,BROOKLYN,40.68160359787139,-74.00389749914446,"{'type': 'Point', 'coordinates': [-74.00389749914446, 40.68160359787139]}",29 WOODHULL STREET,WOODHULL STREET,COLUMBIA STREET,HICKS STREET,
45459137,2020-01-23T14:40:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11103,,,ADDRESS,Astoria,,Closed,2020-01-25T00:00:00.000,01 QUEENS,QUEENS,1008292,217286,Unspecified,QUEENS,40.76304362638559,-73.91321159566593,"{'type': 'Point', 'coordinates': [-73.91321159566593, 40.76304362638559]}",42-12 30 AVENUE,30 AVENUE,42 STREET,43 STREET,
45459138,2020-01-23T14:39:00.000,2020-01-26T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11219,,,ADDRESS,BROOKLYN,,Closed,2020-01-26T00:00:00.000,12 BROOKLYN,BROOKLYN,986753,170718,Unspecified,BROOKLYN,40.63525769703462,-73.99098180830418,"{'type': 'Point', 'coordinates': [-73.99098180830418, 40.63525769703462]}",1315 48 STREET,48 STREET,13 AVENUE,14 AVENUE,
45455127,2020-01-23T14:38:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10301,,,ADDRESS,STATEN ISLAND,,Closed,2020-01-25T00:00:00.000,01 STATEN ISLAND,STATEN ISLAND,956523,173124,Unspecified,STATEN ISLAND,40.64181860618176,-74.09990892567942,"{'type': 'Point', 'coordinates': [-74.09990892567942, 40.64181860618176]}",3 GORDON PLACE,GORDON PLACE,TYSEN STREET,DEAD END,
45460249,2020-01-23T14:38:00.000,2020-01-26T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10310,,,ADDRESS,STATEN ISLAND,,Closed,2020-01-26T00:00:00.000,01 STATEN ISLAND,STATEN ISLAND,951744,167735,Unspecified,STATEN ISLAND,40.627010708607834,-74.11710315744355,"{'type': 'Point', 'coordinates': [-74.11710315744355, 40.627010708607834]}",15 FREEMAN PLACE,FREEMAN PLACE,PURCELL STREET,WEST RALEIGH AVENUE,
45458113,2020-01-23T14:35:00.000,2020-02-02T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11422,,,ADDRESS,Rosedale,,Closed,2020-02-02T00:00:00.000,13 QUEENS,QUEENS,1056464,178874,Unspecified,QUEENS,40.65735004393103,-73.73972979587525,"{'type': 'Point', 'coordinates': [-73.73972979587525, 40.65735004393103]}",245-18 147 AVENUE,147 AVENUE,245 STREET,249 STREET,
45459139,2020-01-23T14:35:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11418,,,ADDRESS,Richmond Hill,,Closed,2020-01-25T00:00:00.000,09 QUEENS,QUEENS,1028335,192629,Unspecified,QUEENS,40.695289075835184,-73.84102070970434,"{'type': 'Point', 'coordinates': [-73.84102070970434, 40.695289075835184]}",106-04 JAMAICA AVENUE,JAMAICA AVENUE,106 STREET,107 STREET,
45460132,2020-01-23T14:33:00.000,2020-01-29T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11416,,,ADDRESS,Ozone Park,,Closed,2020-01-29T00:00:00.000,09 QUEENS,QUEENS,1025109,188503,Unspecified,QUEENS,40.68397965330743,-73.85267930913332,"{'type': 'Point', 'coordinates': [-73.85267930913332, 40.68397965330743]}",97-46 88 STREET,88 STREET,97 AVENUE,101 AVENUE,
45455128,2020-01-23T14:32:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10314,,,ADDRESS,STATEN ISLAND,,Closed,2020-01-25T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,938515,158294,Unspecified,STATEN ISLAND,40.6010387398096,-74.16469670630562,"{'type': 'Point', 'coordinates': [-74.16469670630562, 40.6010387398096]}",39 BLEEKER PLACE,BLEEKER PLACE,RICHMOND AVENUE,TODDY AVENUE,
45457031,2020-01-23T14:32:00.000,2020-01-25T00:00:00.000,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10003,,,ADDRESS,NEW YORK,,Closed,2020-01-25T00:00:00.000,02 MANHATTAN,MANHATTAN,986032,205446,Unspecified,MANHATTAN,40.73057830993994,-73.99357035343456,"{'type': 'Point', 'coordinates': [-73.99357035343456, 40.73057830993994]}",303 MERCER STREET,MERCER STREET,WAVERLY PLACE,EAST 8 STREET,
