unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,intersection_street_1,intersection_street_2,address_type,city,facility_type,status,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane_,y_coordinate_state_plane_,park_facility_name,park_borough,latitude,longitude,location,incident_address,street_name,cross_street_1,cross_street_2,landmark
45520594,2020-01-31T10:31:00.000,2020-02-25T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10035,5 AVENUE,EAST 119 STREET,INTERSECTION,NEW YORK,DSNY Garage,Closed,2020-02-25T12:00:00.000,10 MANHATTAN,MANHATTAN,999463,231690,Unspecified,MANHATTAN,40.802598371723896,-73.94505047671012,"{'type': 'Point', 'coordinates': [-73.94505047671012, 40.802598371723896]}",,,,,
45506713,2020-01-30T13:51:00.000,2020-01-30T13:51:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10021,,,ADDRESS,NEW YORK,DSNY Garage,Closed,2020-01-30T13:51:00.000,08 MANHATTAN,MANHATTAN,995364,219611,Unspecified,MANHATTAN,40.769450853068314,-73.95987609181154,"{'type': 'Point', 'coordinates': [-73.95987609181154, 40.769450853068314]}",225 EAST   72 STREET,EAST   72 STREET,,,
45512774,2020-01-30T13:31:00.000,2020-01-31T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11223,,,BLOCKFACE,BROOKLYN,DSNY Garage,Closed,2020-01-31T12:00:00.000,15 BROOKLYN,BROOKLYN,993017,153713,Unspecified,BROOKLYN,40.5885784925072,-73.96843498867226,"{'type': 'Point', 'coordinates': [-73.96843498867226, 40.5885784925072]}",AVENUE Y,AVENUE Y,EAST    1 STREET,EAST    2 STREET,
45511442,2020-01-30T10:20:00.000,2020-01-31T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11226,MARLBOROUGH ROAD,NEWKIRK AVENUE,INTERSECTION,BROOKLYN,DSNY Garage,Closed,2020-01-31T12:00:00.000,14 BROOKLYN,BROOKLYN,994423,170815,Unspecified,BROOKLYN,40.635518453251755,-73.96334701353732,"{'type': 'Point', 'coordinates': [-73.96334701353732, 40.635518453251755]}",,,,,
45510656,2020-01-30T10:06:00.000,2020-01-31T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11375,,,BLOCKFACE,Forest Hills,N/A,Closed,2020-01-31T12:00:00.000,06 QUEENS,QUEENS,1029078,200527,Unspecified,QUEENS,40.716963453679504,-73.8382887302816,"{'type': 'Point', 'coordinates': [-73.8382887302816, 40.716963453679504]}",AUSTIN STREET,AUSTIN STREET,75 AVENUE,75 ROAD,
45509886,2020-01-29T21:36:00.000,2020-01-30T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,,,,,,DSNY Garage,Closed,2020-01-30T12:00:00.000,06 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,,,,,
45497824,2020-01-29T13:29:00.000,2020-02-04T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11219,NEW UTRECHT AVENUE,63 STREET,INTERSECTION,BROOKLYN,DSNY Garage,Closed,2020-02-04T12:00:00.000,11 BROOKLYN,BROOKLYN,985016,167086,Unspecified,BROOKLYN,40.625288944452585,-73.99724055011724,"{'type': 'Point', 'coordinates': [-73.99724055011724, 40.625288944452585]}",,,,,
45499812,2020-01-29T10:54:00.000,2020-01-31T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11423,,,ADDRESS,Hollis,N/A,Closed,2020-01-31T12:00:00.000,12 QUEENS,QUEENS,1048517,197799,Unspecified,QUEENS,40.70935591598389,-73.76819134682196,"{'type': 'Point', 'coordinates': [-73.76819134682196, 40.70935591598389]}",99-07 FARMERS BOULEVARD,FARMERS BOULEVARD,,,
45500841,2020-01-29T10:03:00.000,2020-01-29T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11377,64 STREET,WOODSIDE AVENUE,INTERSECTION,Woodside,DSNY Garage,Closed,2020-01-29T12:00:00.000,02 QUEENS,QUEENS,1011705,210380,Unspecified,QUEENS,40.744078480738736,-73.90091932987373,"{'type': 'Point', 'coordinates': [-73.90091932987373, 40.744078480738736]}",,,,,
45496997,2020-01-28T18:26:00.000,2020-01-30T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10451,EAST 159 STREET,GRAND CONCOURSE,INTERSECTION,BRONX,N/A,Closed,2020-01-30T12:00:00.000,04 BRONX,BRONX,1005543,240255,Unspecified,BRONX,40.82609433438945,-73.92306228730386,"{'type': 'Point', 'coordinates': [-73.92306228730386, 40.82609433438945]}",,,,,
45490709,2020-01-28T10:30:00.000,2020-01-29T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11106,34 STREET,34 AVENUE,INTERSECTION,Astoria,DSNY Garage,Closed,2020-01-29T12:00:00.000,01 QUEENS,QUEENS,1005068,215646,Unspecified,QUEENS,40.75855042840122,-73.92485487691202,"{'type': 'Point', 'coordinates': [-73.92485487691202, 40.75855042840122]}",,,,,
45488650,2020-01-27T14:13:00.000,2020-01-28T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11373,,,BLOCKFACE,Elmhurst,N/A,Closed,2020-01-28T12:00:00.000,06 QUEENS,QUEENS,1020107,205559,Unspecified,QUEENS,40.73081596720909,-73.87062360115057,"{'type': 'Point', 'coordinates': [-73.87062360115057, 40.73081596720909]}",WETHEROLE STREET,WETHEROLE STREET,ELIOT AVENUE,WOODHAVEN BOULEVARD,
45488660,2020-01-27T13:57:00.000,2020-01-30T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10451,,,ADDRESS,BRONX,N/A,Closed,2020-01-30T12:00:00.000,04 BRONX,BRONX,1005577,240321,Unspecified,BRONX,40.826275403496396,-73.92293922582886,"{'type': 'Point', 'coordinates': [-73.92293922582886, 40.826275403496396]}",860 GRAND CONCOURSE,GRAND CONCOURSE,,,
45486963,2020-01-27T12:41:00.000,2020-01-28T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11220,,,BLOCKFACE,BROOKLYN,DSNY Garage,Closed,2020-01-28T12:00:00.000,07 BROOKLYN,BROOKLYN,980840,174904,Unspecified,BROOKLYN,40.64674706691208,-74.01228818585727,"{'type': 'Point', 'coordinates': [-74.01228818585727, 40.64674706691208]}",4 AVENUE,4 AVENUE,49 STREET,50 STREET,
45484994,2020-01-27T09:41:00.000,2020-01-29T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11372,75 STREET,35 AVENUE,INTERSECTION,Jackson Heights,N/A,Closed,2020-01-29T12:00:00.000,03 QUEENS,QUEENS,1014398,212942,Unspecified,QUEENS,40.75110175065585,-73.89118925153366,"{'type': 'Point', 'coordinates': [-73.89118925153366, 40.75110175065585]}",,,,,
45459375,2020-01-23T12:39:00.000,2020-01-27T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11221,,,BLOCKFACE,BROOKLYN,DSNY Garage,Closed,2020-01-27T12:00:00.000,03 BROOKLYN,BROOKLYN,1004999,189537,Unspecified,BROOKLYN,40.68688773184379,-73.92518443289907,"{'type': 'Point', 'coordinates': [-73.92518443289907, 40.68688773184379]}",PUTNAM AVENUE,PUTNAM AVENUE,PATCHEN AVENUE,RALPH AVENUE,
45456235,2020-01-23T12:24:00.000,2020-01-27T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11355,,,ADDRESS,Flushing,DSNY Garage,Closed,2020-01-27T12:00:00.000,07 QUEENS,QUEENS,1035967,216167,Unspecified,QUEENS,40.75985369061788,-73.81331737745047,"{'type': 'Point', 'coordinates': [-73.81331737745047, 40.75985369061788]}",149-45 ASH AVENUE,ASH AVENUE,,,
45460581,2020-01-23T09:38:00.000,2020-01-27T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11203,,,BLOCKFACE,BROOKLYN,DSNY Garage,Closed,2020-01-27T12:00:00.000,17 BROOKLYN,BROOKLYN,1001930,176990,Unspecified,BROOKLYN,40.6524556916672,-73.9362833624166,"{'type': 'Point', 'coordinates': [-73.9362833624166, 40.6524556916672]}",TROY AVENUE,TROY AVENUE,CHURCH AVENUE,LINDEN BOULEVARD,
45455153,2020-01-22T19:43:00.000,2020-01-23T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10021,,,ADDRESS,NEW YORK,DSNY Garage,Closed,2020-01-23T12:00:00.000,08 MANHATTAN,MANHATTAN,997627,219286,Unspecified,MANHATTAN,40.76855567792603,-73.95170682798522,"{'type': 'Point', 'coordinates': [-73.95170682798522, 40.76855567792603]}",517 EAST   75 STREET,EAST   75 STREET,YORK AVENUE,DEAD END,
45454024,2020-01-22T19:14:00.000,2020-02-01T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10033,WEST 186 STREET,BROADWAY,INTERSECTION,NEW YORK,DSNY Garage,Closed,2020-02-01T12:00:00.000,12 MANHATTAN,MANHATTAN,1002455,250128,Unspecified,MANHATTAN,40.85319974314157,-73.93419331216124,"{'type': 'Point', 'coordinates': [-73.93419331216124, 40.85319974314157]}",,,,,
45444405,2020-01-22T13:03:00.000,2020-01-25T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11219,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,2020-01-25T12:00:00.000,11 BROOKLYN,BROOKLYN,985009,167043,Unspecified,BROOKLYN,40.625170919071046,-73.99726577185726,"{'type': 'Point', 'coordinates': [-73.99726577185726, 40.625170919071046]}",6301 NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,,,
45448355,2020-01-22T13:00:00.000,2020-01-24T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11211,WITHERS STREET,MANHATTAN AVENUE,INTERSECTION,BROOKLYN,DSNY Garage,Closed,2020-01-24T12:00:00.000,01 BROOKLYN,BROOKLYN,999072,200576,Unspecified,BROOKLYN,40.717199103357714,-73.94653137098209,"{'type': 'Point', 'coordinates': [-73.94653137098209, 40.717199103357714]}",,,,,
45451800,2020-01-21T15:59:00.000,2020-01-25T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,,,,BLOCKFACE,,DSNY Garage,Closed,2020-01-25T12:00:00.000,07 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,EAST 5 STREET,EAST 5 STREET,GREENWOOD,AVENUE,
45437148,2020-01-21T09:47:00.000,2020-01-28T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10024,,,ADDRESS,NEW YORK,DSNY Garage,Closed,2020-01-28T12:00:00.000,07 MANHATTAN,MANHATTAN,991296,225250,Unspecified,MANHATTAN,40.784932600808894,-73.97455652438472,"{'type': 'Point', 'coordinates': [-73.97455652438472, 40.784932600808894]}",126 WEST   83 STREET,WEST   83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,
45433217,2020-01-19T17:09:00.000,2020-01-21T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11210,EAST 37 STREET,AVENUE I,INTERSECTION,BROOKLYN,DSNY Garage,Closed,2020-01-21T12:00:00.000,18 BROOKLYN,BROOKLYN,1000755,168711,Unspecified,BROOKLYN,40.62973388480475,-73.94053817599466,"{'type': 'Point', 'coordinates': [-73.94053817599466, 40.62973388480475]}",,,,,
45415168,2020-01-17T11:19:00.000,2020-01-21T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10025,,,BLOCKFACE,NEW YORK,DSNY Garage,Closed,2020-01-21T12:00:00.000,07 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,WEST  107 STREET,WEST  107 STREET,AMSTERDAM AVENUE,BROADWAY,
45416343,2020-01-17T10:00:00.000,2020-01-28T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11208,,,BLOCKFACE,BROOKLYN,DSNY Garage,Closed,2020-01-28T12:00:00.000,05 BROOKLYN,BROOKLYN,1019684,182120,Unspecified,BROOKLYN,40.66648315460678,-73.87227314801325,"{'type': 'Point', 'coordinates': [-73.87227314801325, 40.66648315460678]}",LINDEN BOULEVARD,LINDEN BOULEVARD,LOGAN STREET,FOUNTAIN AVENUE,
45416344,2020-01-17T08:38:00.000,2020-01-23T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11208,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,2020-01-23T12:00:00.000,05 BROOKLYN,BROOKLYN,1021952,185108,Unspecified,BROOKLYN,40.67467516891762,-73.86408112264697,"{'type': 'Point', 'coordinates': [-73.86408112264697, 40.67467516891762]}",642 ELDERT LANE,ELDERT LANE,,,
45399917,2020-01-16T11:20:00.000,2020-01-28T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11219,56 STREET,15 AVENUE,INTERSECTION,BROOKLYN,DSNY Garage,Closed,2020-01-28T12:00:00.000,12 BROOKLYN,BROOKLYN,986528,168236,Unspecified,BROOKLYN,40.62844519300489,-73.99179331054997,"{'type': 'Point', 'coordinates': [-73.99179331054997, 40.62844519300489]}",,,,,
45397865,2020-01-15T07:09:00.000,2020-01-16T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11231,,,BLOCKFACE,BROOKLYN,DSNY Garage,Closed,2020-01-16T12:00:00.000,06 BROOKLYN,BROOKLYN,984672,188434,Unspecified,BROOKLYN,40.68388455958499,-73.99847844505284,"{'type': 'Point', 'coordinates': [-73.99847844505284, 40.68388455958499]}",SACKETT STREET,SACKETT STREET,CLINTON STREET,HENRY STREET,
45391824,2020-01-14T21:25:00.000,2020-01-16T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11221,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,2020-01-16T12:00:00.000,03 BROOKLYN,BROOKLYN,1005902,189404,Unspecified,BROOKLYN,40.686520514514925,-73.92192887582658,"{'type': 'Point', 'coordinates': [-73.92192887582658, 40.686520514514925]}",917 JEFFERSON AVENUE,JEFFERSON AVENUE,,,
45394864,2020-01-14T15:24:00.000,2020-01-15T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11210,HUBBARD PLACE,EAST 39 STREET,INTERSECTION,BROOKLYN,DSNY Garage,Closed,2020-01-15T12:00:00.000,18 BROOKLYN,BROOKLYN,1001558,166914,Unspecified,BROOKLYN,40.62479996636425,-73.93764985288368,"{'type': 'Point', 'coordinates': [-73.93764985288368, 40.62479996636425]}",,,,,
45384283,2020-01-14T13:18:00.000,2020-01-15T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11432,,,ADDRESS,Jamaica,N/A,Closed,2020-01-15T12:00:00.000,12 QUEENS,QUEENS,1044065,198179,Unspecified,QUEENS,40.71043013957342,-73.7842461001857,"{'type': 'Point', 'coordinates': [-73.7842461001857, 40.71043013957342]}",178-13 90 AVENUE,90 AVENUE,178 STREET,179 STREET,
45386255,2020-01-14T12:58:00.000,2020-01-15T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11432,,,ADDRESS,Jamaica,N/A,Closed,2020-01-15T12:00:00.000,12 QUEENS,QUEENS,1044063,198172,Unspecified,QUEENS,40.710410939814,-73.78425337638343,"{'type': 'Point', 'coordinates': [-73.78425337638343, 40.710410939814]}",178-10 90 AVENUE,90 AVENUE,178 STREET,179 STREET,
45384403,2020-01-14T12:19:00.000,2020-01-15T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11217,,,BLOCKFACE,BROOKLYN,DSNY Garage,Closed,2020-01-15T12:00:00.000,06 BROOKLYN,BROOKLYN,990033,187277,Unspecified,BROOKLYN,40.68070697887636,-73.97914992163335,"{'type': 'Point', 'coordinates': [-73.97914992163335, 40.68070697887636]}",WARREN STREET,WARREN STREET,4 AVENUE,5 AVENUE,
45388383,2020-01-14T11:36:00.000,2020-01-15T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11373,57 AVENUE,JUNCTION BOULEVARD,INTERSECTION,Elmhurst,N/A,Closed,2020-01-15T12:00:00.000,04 QUEENS,QUEENS,1021432,207684,Unspecified,QUEENS,40.73664309197042,-73.86583110441738,"{'type': 'Point', 'coordinates': [-73.86583110441738, 40.73664309197042]}",,,,,
45385311,2020-01-14T10:47:00.000,2020-01-16T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10023,WEST 71 STREET,WEST END AVENUE,INTERSECTION,NEW YORK,DSNY Garage,Closed,2020-01-16T12:00:00.000,07 MANHATTAN,MANHATTAN,988411,223133,Unspecified,MANHATTAN,40.77912382681563,-73.984975721616,"{'type': 'Point', 'coordinates': [-73.984975721616, 40.77912382681563]}",,,,,
45375194,2020-01-13T12:22:00.000,2020-01-15T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10474,,,ADDRESS,BRONX,DSNY Garage,Closed,2020-01-15T12:00:00.000,02 BRONX,BRONX,1016044,234174,Unspecified,BRONX,40.80937215479347,-73.88514800928691,"{'type': 'Point', 'coordinates': [-73.88514800928691, 40.80937215479347]}",437 FAILE STREET,FAILE STREET,,,
45372295,2020-01-12T13:10:00.000,2020-01-13T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11230,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,2020-01-13T12:00:00.000,14 BROOKLYN,BROOKLYN,995157,162103,Unspecified,BROOKLYN,40.611604964882716,-73.96071651247493,"{'type': 'Point', 'coordinates': [-73.96071651247493, 40.611604964882716]}",1544 EAST   13 STREET,EAST   13 STREET,,,
45366691,2020-01-10T16:03:00.000,2020-01-16T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10023,,,ADDRESS,NEW YORK,DSNY Garage,Closed,2020-01-16T12:00:00.000,07 MANHATTAN,MANHATTAN,989200,223954,Unspecified,MANHATTAN,40.781376847871165,-73.98212624499489,"{'type': 'Point', 'coordinates': [-73.98212624499489, 40.781376847871165]}",255 WEST   75 STREET,WEST   75 STREET,,,
45363790,2020-01-10T14:06:00.000,2020-01-14T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10024,WEST 79 STREET,RIVERSIDE DRIVE,INTERSECTION,NEW YORK,DSNY Garage,Closed,2020-01-14T12:00:00.000,07 MANHATTAN,MANHATTAN,989058,225265,Unspecified,MANHATTAN,40.78497527266366,-73.98263804878785,"{'type': 'Point', 'coordinates': [-73.98263804878785, 40.78497527266366]}",,,,,
45360738,2020-01-10T11:23:00.000,2020-01-13T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10473,,,ADDRESS,BRONX,DSNY Garage,Closed,2020-01-13T12:00:00.000,09 BRONX,BRONX,1022026,236940,Unspecified,BRONX,40.81694049162687,-73.8635232205898,"{'type': 'Point', 'coordinates': [-73.8635232205898, 40.81694049162687]}",1787 RANDALL AVENUE,RANDALL AVENUE,,,
45356509,2020-01-10T11:09:00.000,2020-01-13T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10026,WEST 117 STREET,8 AVENUE,INTERSECTION,NEW YORK,DSNY Garage,Closed,2020-01-13T12:00:00.000,10 MANHATTAN,MANHATTAN,996743,232599,Unspecified,MANHATTAN,40.80509759117871,-73.95487345326087,"{'type': 'Point', 'coordinates': [-73.95487345326087, 40.80509759117871]}",,,,,
45359670,2020-01-10T11:07:00.000,2020-01-13T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10026,WEST 117 STREET,7 AVENUE,INTERSECTION,NEW YORK,DSNY Garage,Closed,2020-01-13T12:00:00.000,10 MANHATTAN,MANHATTAN,997529,232162,Unspecified,MANHATTAN,40.80389700020019,-73.95203517095959,"{'type': 'Point', 'coordinates': [-73.95203517095959, 40.80389700020019]}",,,,,
45357009,2020-01-10T10:44:00.000,2020-01-16T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10028,EAST 82 STREET,2 AVENUE,INTERSECTION,NEW YORK,DSNY Garage,Closed,2020-01-16T12:00:00.000,08 MANHATTAN,MANHATTAN,997094,221740,Unspecified,MANHATTAN,40.77529205657226,-73.95362635525348,"{'type': 'Point', 'coordinates': [-73.95362635525348, 40.77529205657226]}",,,,,
45359654,2020-01-09T17:36:00.000,2020-01-13T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10473,TURNBULL AVENUE,HAVEMEYER AVENUE,INTERSECTION,BRONX,DSNY Garage,Closed,2020-01-13T12:00:00.000,09 BRONX,BRONX,1026835,239675,Unspecified,BRONX,40.824425409527336,-73.84613198777303,"{'type': 'Point', 'coordinates': [-73.84613198777303, 40.824425409527336]}",,,,,
45357225,2020-01-09T16:13:00.000,2020-01-10T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11210,EAST 31 STREET,AVENUE L,INTERSECTION,BROOKLYN,DSNY Garage,Closed,2020-01-10T12:00:00.000,18 BROOKLYN,BROOKLYN,999527,165931,Unspecified,BROOKLYN,40.622105572641146,-73.94496852735656,"{'type': 'Point', 'coordinates': [-73.94496852735656, 40.622105572641146]}",,,,,
45348210,2020-01-09T12:56:00.000,2020-01-23T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11226,,,BLOCKFACE,BROOKLYN,DSNY Garage,Closed,2020-01-23T12:00:00.000,17 BROOKLYN,BROOKLYN,996650,176292,Unspecified,BROOKLYN,40.65054880125232,-73.95531313977641,"{'type': 'Point', 'coordinates': [-73.95531313977641, 40.65054880125232]}",CHURCH AVENUE,CHURCH AVENUE,BEDFORD AVENUE,ROGERS AVENUE,
45347416,2020-01-09T12:54:00.000,2020-01-16T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11226,,,BLOCKFACE,BROOKLYN,DSNY Garage,Closed,2020-01-16T12:00:00.000,17 BROOKLYN,BROOKLYN,996805,176117,Unspecified,BROOKLYN,40.65006824593568,-73.95475487986718,"{'type': 'Point', 'coordinates': [-73.95475487986718, 40.65006824593568]}",WOODS PLACE,WOODS PLACE,ERASMUS STREET,CHURCH AVENUE,
45350826,2020-01-09T12:20:00.000,2020-01-10T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11210,KENILWORTH PLACE,HILLEL PLACE,INTERSECTION,BROOKLYN,DSNY Garage,Closed,2020-01-10T12:00:00.000,14 BROOKLYN,BROOKLYN,998569,169648,Unspecified,BROOKLYN,40.6323095545206,-73.9484115902577,"{'type': 'Point', 'coordinates': [-73.9484115902577, 40.6323095545206]}",,,,,
45342562,2020-01-08T12:42:00.000,2020-01-11T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11217,,,BLOCKFACE,BROOKLYN,DSNY Garage,Closed,2020-01-11T12:00:00.000,06 BROOKLYN,BROOKLYN,990033,187277,Unspecified,BROOKLYN,40.68070697887636,-73.97914992163335,"{'type': 'Point', 'coordinates': [-73.97914992163335, 40.68070697887636]}",WARREN STREET,WARREN STREET,4 AVENUE,5 AVENUE,
45339053,2020-01-08T10:50:00.000,2020-01-11T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11215,CARROLL STREET,NEVINS STREET,INTERSECTION,BROOKLYN,DSNY Garage,Closed,2020-01-11T12:00:00.000,06 BROOKLYN,BROOKLYN,987508,186230,Unspecified,BROOKLYN,40.67783449059309,-73.98825408455741,"{'type': 'Point', 'coordinates': [-73.98825408455741, 40.67783449059309]}",,,,,
45341542,2020-01-08T10:15:00.000,2020-01-09T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11385,,,ADDRESS,Ridgewood,DSNY Garage,Closed,2020-01-09T12:00:00.000,05 QUEENS,QUEENS,1010677,197898,Unspecified,QUEENS,40.70982158221669,-73.90467823093765,"{'type': 'Point', 'coordinates': [-73.90467823093765, 40.70982158221669]}",63-36 FOREST AVENUE,FOREST AVENUE,,,
45315890,2020-01-05T10:13:00.000,2020-01-06T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,10467,,,ADDRESS,BRONX,DSNY Garage,Closed,2020-01-06T12:00:00.000,12 BRONX,BRONX,1021848,259755,Unspecified,BRONX,40.87956161616745,-73.86403836141913,"{'type': 'Point', 'coordinates': [-73.86403836141913, 40.87956161616745]}",726 EAST  214 STREET,EAST  214 STREET,WHITE PLAINS ROAD,HOLLAND AVENUE,
45307356,2020-01-04T11:30:00.000,2020-01-09T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11215,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,2020-01-09T12:00:00.000,06 BROOKLYN,BROOKLYN,990263,184441,Unspecified,BROOKLYN,40.67292264604366,-73.97832320793253,"{'type': 'Point', 'coordinates': [-73.97832320793253, 40.67292264604366]}",168 GARFIELD PLACE,GARFIELD PLACE,6 AVENUE,7 AVENUE,
45308091,2020-01-03T16:02:00.000,2020-01-07T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11207,NEWPORT STREET,ALABAMA AVENUE,INTERSECTION,BROOKLYN,DSNY Garage,Closed,2020-01-07T12:00:00.000,05 BROOKLYN,BROOKLYN,1013089,180213,Unspecified,BROOKLYN,40.66127280392826,-73.89605388805684,"{'type': 'Point', 'coordinates': [-73.89605388805684, 40.66127280392826]}",,,,,
45309363,2020-01-03T15:58:00.000,2020-01-07T12:00:00.000,DSNY,Department of Sanitation,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,11207,ALABAMA AVENUE,NEWPORT STREET,INTERSECTION,BROOKLYN,DSNY Garage,Closed,2020-01-07T12:00:00.000,05 BROOKLYN,BROOKLYN,1013089,180213,Unspecified,BROOKLYN,40.66127280392826,-73.89605388805684,"{'type': 'Point', 'coordinates': [-73.89605388805684, 40.66127280392826]}",,,,,
