year,month,Complaint Type,Borough,count
2014,2,Collection,QUEENS,217
2014,2,Collection,STATEN ISLAND,101
2014,2,Sweeping,BROOKLYN,1
2014,3,Basket,BRONX,22
2014,3,Basket,BROOKLYN,72
2014,3,Basket,MANHATTAN,85
2014,3,Basket,QUEENS,49
2014,3,Basket,STATEN ISLAND,25
2014,3,Collection,BRONX,178
2014,3,Collection,BROOKLYN,461
2014,3,Collection,MANHATTAN,146
2014,3,Collection,QUEENS,626
2014,3,Collection,STATEN ISLAND,316
2014,3,Sweeping,BRONX,17
2014,3,Sweeping,BROOKLYN,137
2014,3,Sweeping,MANHATTAN,36
2014,3,Sweeping,QUEENS,47
2014,4,Basket,BRONX,32
2014,4,Basket,BROOKLYN,104
2014,4,Basket,MANHATTAN,90
2014,4,Basket,QUEENS,50
2014,4,Basket,STATEN ISLAND,25
2014,4,Collection,BRONX,119
2014,4,Collection,BROOKLYN,477
2014,4,Collection,MANHATTAN,159
2014,4,Collection,QUEENS,620
2014,4,Collection,STATEN ISLAND,287
2014,4,Sweeping,BRONX,3
2014,4,Sweeping,BROOKLYN,53
2014,4,Sweeping,MANHATTAN,8
2014,4,Sweeping,QUEENS,24
2014,4,Sweeping,Unspecified,1
2014,5,Basket,BRONX,53
2014,5,Basket,BROOKLYN,120
2014,5,Basket,MANHATTAN,121
2014,5,Basket,QUEENS,75
2014,5,Basket,STATEN ISLAND,28
2014,5,Collection,BRONX,113
2014,5,Collection,BROOKLYN,514
2014,5,Collection,MANHATTAN,176
2014,5,Collection,QUEENS,570
2014,5,Collection,STATEN ISLAND,270
2014,5,Sweeping,BRONX,4
2014,5,Sweeping,BROOKLYN,56
2014,5,Sweeping,MANHATTAN,10
2014,5,Sweeping,QUEENS,28
2014,5,Sweeping,STATEN ISLAND,1
2014,6,Basket,BRONX,51
2014,6,Basket,BROOKLYN,170
2014,6,Basket,MANHATTAN,154
2014,6,Basket,QUEENS,115
2014,6,Basket,STATEN ISLAND,47
2014,6,Basket,Unspecified,2
2014,6,Collection,BRONX,120
2014,6,Collection,BROOKLYN,540
2014,6,Collection,MANHATTAN,149
2014,6,Collection,QUEENS,827
2014,6,Collection,STATEN ISLAND,359
2014,6,Sweeping,BRONX,6
2014,6,Sweeping,BROOKLYN,91
2014,6,Sweeping,MANHATTAN,22
2014,6,Sweeping,QUEENS,29
2014,7,Basket,BRONX,43
2014,7,Basket,BROOKLYN,111
2014,7,Basket,MANHATTAN,108
2014,7,Basket,QUEENS,102
2014,7,Basket,STATEN ISLAND,32
2014,7,Basket,Unspecified,1
2014,7,Collection,BRONX,110
2014,7,Collection,BROOKLYN,584
2014,7,Collection,MANHATTAN,160
2014,7,Collection,QUEENS,698
2014,7,Collection,STATEN ISLAND,278
2014,7,Sweeping,BRONX,9
2014,7,Sweeping,BROOKLYN,101
2014,7,Sweeping,MANHATTAN,15
2014,7,Sweeping,QUEENS,42
2014,7,Sweeping,STATEN ISLAND,2
2014,8,Basket,BRONX,48
2014,8,Basket,BROOKLYN,126
2014,8,Basket,MANHATTAN,102
2014,8,Basket,QUEENS,82
2014,8,Basket,STATEN ISLAND,22
2014,8,Collection,BRONX,87
2014,8,Collection,BROOKLYN,498
2014,8,Collection,MANHATTAN,156
2014,8,Collection,QUEENS,563
2014,8,Collection,STATEN ISLAND,272
2014,8,Sweeping,BRONX,18
2014,8,Sweeping,BROOKLYN,151
2014,8,Sweeping,MANHATTAN,14
2014,8,Sweeping,QUEENS,51
2014,9,Basket,BRONX,31
2014,9,Basket,BROOKLYN,157
2014,9,Basket,MANHATTAN,122
2014,9,Basket,QUEENS,65
2014,9,Basket,STATEN ISLAND,28
2014,9,Basket,Unspecified,2
2014,9,Collection,BRONX,109
2014,9,Collection,BROOKLYN,547
2014,9,Collection,MANHATTAN,183
2014,9,Collection,QUEENS,513
2014,9,Collection,STATEN ISLAND,224
2014,9,Sweeping,BRONX,17
2014,9,Sweeping,BROOKLYN,110
2014,9,Sweeping,MANHATTAN,21
2014,9,Sweeping,QUEENS,45
2014,10,Basket,BRONX,39
2014,10,Basket,BROOKLYN,146
2014,10,Basket,MANHATTAN,69
2014,10,Basket,QUEENS,68
2014,10,Basket,STATEN ISLAND,24
2014,10,Basket,Unspecified,1
2014,10,Collection,BRONX,128
2014,10,Collection,BROOKLYN,599
2014,10,Collection,MANHATTAN,260
2014,10,Collection,QUEENS,534
2014,10,Collection,STATEN ISLAND,248
2014,10,Sweeping,BRONX,17
2014,10,Sweeping,BROOKLYN,129
2014,10,Sweeping,MANHATTAN,26
2014,10,Sweeping,QUEENS,43
2014,11,Basket,BRONX,19
2014,11,Basket,BROOKLYN,79
2014,11,Basket,MANHATTAN,75
2014,11,Basket,QUEENS,39
2014,11,Basket,STATEN ISLAND,22
2014,11,Collection,BRONX,150
2014,11,Collection,BROOKLYN,571
2014,11,Collection,MANHATTAN,289
2014,11,Collection,QUEENS,599
2014,11,Collection,STATEN ISLAND,328
2014,11,Sweeping,BRONX,15
2014,11,Sweeping,BROOKLYN,190
2014,11,Sweeping,MANHATTAN,41
2014,11,Sweeping,QUEENS,64
2014,11,Sweeping,STATEN ISLAND,1
2014,11,Sweeping,Unspecified,1
2014,12,Basket,BRONX,14
2014,12,Basket,BROOKLYN,58
2014,12,Basket,MANHATTAN,40
2014,12,Basket,QUEENS,32
2014,12,Basket,STATEN ISLAND,17
2014,12,Collection,BRONX,175
2014,12,Collection,BROOKLYN,503
2014,12,Collection,MANHATTAN,180
2014,12,Collection,QUEENS,666
2014,12,Collection,STATEN ISLAND,471
2014,12,Sweeping,BRONX,8
2014,12,Sweeping,BROOKLYN,117
2014,12,Sweeping,MANHATTAN,16
2014,12,Sweeping,QUEENS,28
2015,1,Basket,BRONX,17
2015,1,Basket,BROOKLYN,56
2015,1,Basket,MANHATTAN,51
2015,1,Basket,QUEENS,27
2015,1,Basket,STATEN ISLAND,7
2015,1,Collection,BRONX,178
2015,1,Collection,BROOKLYN,540
2015,1,Collection,MANHATTAN,195
2015,1,Collection,QUEENS,569
2015,1,Collection,STATEN ISLAND,280
2015,1,Sweeping,BRONX,6
2015,1,Sweeping,BROOKLYN,28
2015,1,Sweeping,MANHATTAN,11
2015,1,Sweeping,QUEENS,11
2015,2,Basket,BRONX,18
2015,2,Basket,BROOKLYN,42
2015,2,Basket,MANHATTAN,48
2015,2,Basket,QUEENS,17
2015,2,Basket,STATEN ISLAND,7
2015,2,Collection,BRONX,91
2015,2,Collection,BROOKLYN,489
2015,2,Collection,MANHATTAN,94
2015,2,Collection,QUEENS,517
2015,2,Collection,STATEN ISLAND,228
2015,3,Basket,BRONX,41
2015,3,Basket,BROOKLYN,76
2015,3,Basket,MANHATTAN,67
2015,3,Basket,QUEENS,56
2015,3,Basket,STATEN ISLAND,19
2015,3,Collection,BRONX,180
2015,3,Collection,BROOKLYN,912
2015,3,Collection,MANHATTAN,171
2015,3,Collection,QUEENS,788
2015,3,Collection,STATEN ISLAND,352
2015,3,Sweeping,BRONX,8
2015,3,Sweeping,BROOKLYN,85
2015,3,Sweeping,MANHATTAN,24
2015,3,Sweeping,QUEENS,40
2015,4,Basket,BRONX,57
2015,4,Basket,BROOKLYN,114
2015,4,Basket,MANHATTAN,99
2015,4,Basket,QUEENS,47
2015,4,Basket,STATEN ISLAND,39
2015,4,Collection,BRONX,148
2015,4,Collection,BROOKLYN,613
2015,4,Collection,MANHATTAN,236
2015,4,Collection,QUEENS,641
2015,4,Collection,STATEN ISLAND,317
2015,4,Sweeping,BRONX,4
2015,4,Sweeping,BROOKLYN,55
2015,4,Sweeping,MANHATTAN,13
2015,4,Sweeping,QUEENS,30
2015,4,Sweeping,STATEN ISLAND,1
2015,5,Basket,BRONX,71
2015,5,Basket,BROOKLYN,138
2015,5,Basket,MANHATTAN,150
2015,5,Basket,QUEENS,84
2015,5,Basket,STATEN ISLAND,44
2015,5,Collection,BRONX,129
2015,5,Collection,BROOKLYN,549
2015,5,Collection,MANHATTAN,222
2015,5,Collection,QUEENS,613
2015,5,Collection,STATEN ISLAND,319
2015,5,Sweeping,BRONX,11
2015,5,Sweeping,BROOKLYN,68
2015,5,Sweeping,MANHATTAN,22
2015,5,Sweeping,QUEENS,42
2015,6,Basket,BRONX,32
2015,6,Basket,BROOKLYN,133
2015,6,Basket,MANHATTAN,121
2015,6,Basket,QUEENS,82
2015,6,Basket,STATEN ISLAND,45
2015,6,Collection,BRONX,125
2015,6,Collection,BROOKLYN,632
2015,6,Collection,MANHATTAN,187
2015,6,Collection,QUEENS,724
2015,6,Collection,STATEN ISLAND,361
2015,6,Sweeping,BRONX,3
2015,6,Sweeping,BROOKLYN,48
2015,6,Sweeping,MANHATTAN,19
2015,6,Sweeping,QUEENS,17
2015,7,Basket,BRONX,64
2015,7,Basket,BROOKLYN,194
2015,7,Basket,MANHATTAN,114
2015,7,Basket,QUEENS,96
2015,7,Basket,STATEN ISLAND,20
2015,7,Collection,BRONX,160
2015,7,Collection,BROOKLYN,663
2015,7,Collection,MANHATTAN,234
2015,7,Collection,QUEENS,770
2015,7,Collection,STATEN ISLAND,366
2015,7,Sweeping,BRONX,6
2015,7,Sweeping,BROOKLYN,77
2015,7,Sweeping,MANHATTAN,19
2015,7,Sweeping,QUEENS,33
2015,8,Basket,BRONX,74
2015,8,Basket,BROOKLYN,162
2015,8,Basket,MANHATTAN,99
2015,8,Basket,QUEENS,90
2015,8,Basket,STATEN ISLAND,25
2015,8,Collection,BRONX,155
2015,8,Collection,BROOKLYN,632
2015,8,Collection,MANHATTAN,203
2015,8,Collection,QUEENS,681
2015,8,Collection,STATEN ISLAND,317
2015,8,Sweeping,BRONX,15
2015,8,Sweeping,BROOKLYN,60
2015,8,Sweeping,MANHATTAN,21
2015,8,Sweeping,QUEENS,11
2015,9,Basket,BRONX,54
2015,9,Basket,BROOKLYN,186
2015,9,Basket,MANHATTAN,129
2015,9,Basket,QUEENS,110
2015,9,Basket,STATEN ISLAND,46
2015,9,Collection,BRONX,161
2015,9,Collection,BROOKLYN,592
2015,9,Collection,MANHATTAN,223
2015,9,Collection,QUEENS,712
2015,9,Collection,STATEN ISLAND,300
2015,9,Sweeping,BRONX,11
2015,9,Sweeping,BROOKLYN,55
2015,9,Sweeping,MANHATTAN,16
2015,9,Sweeping,QUEENS,21
2015,10,Basket,BRONX,40
2015,10,Basket,BROOKLYN,123
2015,10,Basket,MANHATTAN,106
2015,10,Basket,QUEENS,115
2015,10,Basket,STATEN ISLAND,21
2015,10,Collection,BRONX,155
2015,10,Collection,BROOKLYN,727
2015,10,Collection,MANHATTAN,293
2015,10,Collection,QUEENS,708
2015,10,Collection,STATEN ISLAND,343
2015,10,Sweeping,BRONX,13
2015,10,Sweeping,BROOKLYN,127
2015,10,Sweeping,MANHATTAN,20
2015,10,Sweeping,QUEENS,53
2015,11,Basket,BRONX,20
2015,11,Basket,BROOKLYN,108
2015,11,Basket,MANHATTAN,85
2015,11,Basket,QUEENS,68
2015,11,Basket,STATEN ISLAND,13
2015,11,Collection,BRONX,183
2015,11,Collection,BROOKLYN,853
2015,11,Collection,MANHATTAN,295
2015,11,Collection,QUEENS,866
2015,11,Collection,STATEN ISLAND,674
2015,11,Sweeping,BRONX,25
2015,11,Sweeping,BROOKLYN,251
2015,11,Sweeping,MANHATTAN,29
2015,11,Sweeping,QUEENS,95
2015,12,Basket,BRONX,34
2015,12,Basket,BROOKLYN,82
2015,12,Basket,MANHATTAN,90
2015,12,Basket,QUEENS,40
2015,12,Basket,STATEN ISLAND,42
2015,12,Collection,BRONX,180
2015,12,Collection,BROOKLYN,893
2015,12,Collection,MANHATTAN,251
2015,12,Collection,QUEENS,1004
2015,12,Collection,STATEN ISLAND,446
2015,12,Sweeping,BRONX,9
2015,12,Sweeping,BROOKLYN,75
2015,12,Sweeping,MANHATTAN,30
2015,12,Sweeping,QUEENS,36
2016,1,Basket,BRONX,25
2016,1,Basket,BROOKLYN,61
2016,1,Basket,MANHATTAN,47
2016,1,Basket,QUEENS,34
2016,1,Basket,STATEN ISLAND,18
2016,1,Collection,BRONX,184
2016,1,Collection,BROOKLYN,698
2016,1,Collection,MANHATTAN,183
2016,1,Collection,QUEENS,740
2016,1,Collection,STATEN ISLAND,311
2016,1,Sweeping,BRONX,12
2016,1,Sweeping,BROOKLYN,19
2016,1,Sweeping,MANHATTAN,9
2016,1,Sweeping,QUEENS,12
2016,2,Basket,BRONX,16
2016,2,Basket,BROOKLYN,61
2016,2,Basket,MANHATTAN,66
2016,2,Basket,QUEENS,48
2016,2,Basket,STATEN ISLAND,17
2016,2,Collection,BRONX,122
2016,2,Collection,BROOKLYN,394
2016,2,Collection,MANHATTAN,119
2016,2,Collection,QUEENS,630
2016,2,Collection,STATEN ISLAND,231
2016,2,Sweeping,BRONX,2
2016,2,Sweeping,BROOKLYN,20
2016,2,Sweeping,MANHATTAN,11
2016,2,Sweeping,QUEENS,13
2016,2,Sweeping,STATEN ISLAND,1
2016,3,Basket,BRONX,38
2016,3,Basket,BROOKLYN,104
2016,3,Basket,MANHATTAN,103
2016,3,Basket,QUEENS,58
2016,3,Basket,STATEN ISLAND,21
2016,3,Collection,BRONX,148
2016,3,Collection,BROOKLYN,724
2016,3,Collection,MANHATTAN,197
2016,3,Collection,QUEENS,987
2016,3,Collection,STATEN ISLAND,452
2016,3,Sweeping,BRONX,7
2016,3,Sweeping,BROOKLYN,31
2016,3,Sweeping,MANHATTAN,8
2016,3,Sweeping,QUEENS,9
2016,3,Sweeping,STATEN ISLAND,1
2016,4,Basket,BRONX,35
2016,4,Basket,BROOKLYN,106
2016,4,Basket,MANHATTAN,71
2016,4,Basket,QUEENS,42
2016,4,Basket,STATEN ISLAND,26
2016,4,Collection,BRONX,154
2016,4,Collection,BROOKLYN,782
2016,4,Collection,MANHATTAN,206
2016,4,Collection,QUEENS,854
2016,4,Collection,STATEN ISLAND,434
2016,4,Sweeping,BRONX,4
2016,4,Sweeping,BROOKLYN,18
2016,4,Sweeping,MANHATTAN,18
2016,4,Sweeping,QUEENS,12
2016,5,Basket,BRONX,77
2016,5,Basket,BROOKLYN,136
2016,5,Basket,MANHATTAN,99
2016,5,Basket,QUEENS,72
2016,5,Basket,STATEN ISLAND,26
2016,5,Collection,BRONX,126
2016,5,Collection,BROOKLYN,783
2016,5,Collection,MANHATTAN,198
2016,5,Collection,QUEENS,924
2016,5,Collection,STATEN ISLAND,336
2016,5,Sweeping,BRONX,12
2016,5,Sweeping,BROOKLYN,29
2016,5,Sweeping,MANHATTAN,14
2016,5,Sweeping,QUEENS,18
2016,5,Sweeping,STATEN ISLAND,1
2016,6,Basket,BRONX,59
2016,6,Basket,BROOKLYN,166
2016,6,Basket,MANHATTAN,117
2016,6,Basket,QUEENS,103
2016,6,Basket,STATEN ISLAND,40
2016,6,Collection,BRONX,168
2016,6,Collection,BROOKLYN,993
2016,6,Collection,MANHATTAN,277
2016,6,Collection,QUEENS,1010
2016,6,Collection,STATEN ISLAND,469
2016,6,Sweeping,BRONX,11
2016,6,Sweeping,BROOKLYN,35
2016,6,Sweeping,MANHATTAN,13
2016,6,Sweeping,QUEENS,14
2016,7,Basket,BRONX,40
2016,7,Basket,BROOKLYN,138
2016,7,Basket,MANHATTAN,119
2016,7,Basket,QUEENS,97
2016,7,Basket,STATEN ISLAND,30
2016,7,Collection,BRONX,174
2016,7,Collection,BROOKLYN,926
2016,7,Collection,MANHATTAN,243
2016,7,Collection,QUEENS,1145
2016,7,Collection,STATEN ISLAND,544
2016,7,Sweeping,BRONX,10
2016,7,Sweeping,BROOKLYN,33
2016,7,Sweeping,MANHATTAN,14
2016,7,Sweeping,QUEENS,32
2016,7,Sweeping,STATEN ISLAND,1
2016,8,Basket,BRONX,45
2016,8,Basket,BROOKLYN,180
2016,8,Basket,MANHATTAN,103
2016,8,Basket,QUEENS,88
2016,8,Basket,STATEN ISLAND,39
2016,8,Collection,BRONX,170
2016,8,Collection,BROOKLYN,837
2016,8,Collection,MANHATTAN,201
2016,8,Collection,QUEENS,845
2016,8,Collection,STATEN ISLAND,395
2016,8,Sweeping,BRONX,15
2016,8,Sweeping,BROOKLYN,37
2016,8,Sweeping,MANHATTAN,19
2016,8,Sweeping,QUEENS,22
2016,8,Sweeping,STATEN ISLAND,1
2016,9,Basket,BRONX,39
2016,9,Basket,BROOKLYN,152
2016,9,Basket,MANHATTAN,122
2016,9,Basket,QUEENS,105
2016,9,Basket,STATEN ISLAND,43
2016,9,Collection,BRONX,124
2016,9,Collection,BROOKLYN,826
2016,9,Collection,MANHATTAN,243
2016,9,Collection,QUEENS,712
2016,9,Collection,STATEN ISLAND,345
2016,9,Sweeping,BRONX,14
2016,9,Sweeping,BROOKLYN,31
2016,9,Sweeping,MANHATTAN,24
2016,9,Sweeping,QUEENS,22
2016,10,Basket,BRONX,34
2016,10,Basket,BROOKLYN,91
2016,10,Basket,MANHATTAN,84
2016,10,Basket,QUEENS,48
2016,10,Basket,STATEN ISLAND,34
2016,10,Collection,BRONX,123
2016,10,Collection,BROOKLYN,814
2016,10,Collection,MANHATTAN,182
2016,10,Collection,QUEENS,805
2016,10,Collection,STATEN ISLAND,290
2016,10,Sweeping,BRONX,10
2016,10,Sweeping,BROOKLYN,30
2016,10,Sweeping,MANHATTAN,20
2016,10,Sweeping,QUEENS,21
2016,10,Sweeping,STATEN ISLAND,1
2016,11,Basket,BRONX,14
2016,11,Basket,BROOKLYN,107
2016,11,Basket,MANHATTAN,70
2016,11,Basket,QUEENS,40
2016,11,Basket,STATEN ISLAND,27
2016,11,Collection,BRONX,191
2016,11,Collection,BROOKLYN,889
2016,11,Collection,MANHATTAN,202
2016,11,Collection,QUEENS,1089
2016,11,Collection,STATEN ISLAND,506
2016,11,Sweeping,BRONX,17
2016,11,Sweeping,BROOKLYN,53
2016,11,Sweeping,MANHATTAN,13
2016,11,Sweeping,QUEENS,31
2016,12,Basket,BRONX,29
2016,12,Basket,BROOKLYN,73
2016,12,Basket,MANHATTAN,50
2016,12,Basket,QUEENS,39
2016,12,Basket,STATEN ISLAND,13
2016,12,Collection,BRONX,271
2016,12,Collection,BROOKLYN,1029
2016,12,Collection,MANHATTAN,282
2016,12,Collection,QUEENS,1241
2016,12,Collection,STATEN ISLAND,733
2016,12,Sweeping,BRONX,5
2016,12,Sweeping,BROOKLYN,26
2016,12,Sweeping,MANHATTAN,20
2016,12,Sweeping,QUEENS,21
2016,12,Sweeping,STATEN ISLAND,1
2017,1,Basket,BRONX,24
2017,1,Basket,BROOKLYN,86
2017,1,Basket,MANHATTAN,45
2017,1,Basket,QUEENS,86
2017,1,Basket,STATEN ISLAND,12
2017,1,Collection,BRONX,308
2017,1,Collection,BROOKLYN,1174
2017,1,Collection,MANHATTAN,288
2017,1,Collection,QUEENS,1428
2017,1,Collection,STATEN ISLAND,846
2017,1,Sweeping,BRONX,5
2017,1,Sweeping,BROOKLYN,14
2017,1,Sweeping,MANHATTAN,6
2017,1,Sweeping,QUEENS,12
2017,2,Basket,BRONX,18
2017,2,Basket,BROOKLYN,76
2017,2,Basket,MANHATTAN,59
2017,2,Basket,QUEENS,52
2017,2,Basket,STATEN ISLAND,15
2017,2,Collection,BRONX,166
2017,2,Collection,BROOKLYN,705
2017,2,Collection,MANHATTAN,211
2017,2,Collection,QUEENS,837
2017,2,Collection,STATEN ISLAND,322
2017,2,Sweeping,BRONX,7
2017,2,Sweeping,BROOKLYN,22
2017,2,Sweeping,MANHATTAN,9
2017,2,Sweeping,QUEENS,18
2017,3,Basket,BRONX,26
2017,3,Basket,BROOKLYN,71
2017,3,Basket,MANHATTAN,62
2017,3,Basket,QUEENS,49
2017,3,Basket,STATEN ISLAND,19
2017,3,Collection,BRONX,86
2017,3,Collection,BROOKLYN,494
2017,3,Collection,MANHATTAN,125
2017,3,Collection,QUEENS,568
2017,3,Collection,STATEN ISLAND,300
2017,3,Sweeping,BRONX,8
2017,3,Sweeping,BROOKLYN,31
2017,3,Sweeping,MANHATTAN,25
2017,3,Sweeping,QUEENS,15
2017,3,Sweeping,STATEN ISLAND,1
2017,4,Basket,BRONX,33
2017,4,Basket,BROOKLYN,108
2017,4,Basket,MANHATTAN,67
2017,4,Basket,QUEENS,67
2017,4,Basket,STATEN ISLAND,18
2017,4,Collection,BRONX,170
2017,4,Collection,BROOKLYN,1037
2017,4,Collection,MANHATTAN,232
2017,4,Collection,QUEENS,1115
2017,4,Collection,STATEN ISLAND,462
2017,4,Sweeping,BRONX,12
2017,4,Sweeping,BROOKLYN,32
2017,4,Sweeping,MANHATTAN,10
2017,4,Sweeping,QUEENS,14
2017,5,Basket,BRONX,64
2017,5,Basket,BROOKLYN,128
2017,5,Basket,MANHATTAN,101
2017,5,Basket,QUEENS,83
2017,5,Basket,STATEN ISLAND,49
2017,5,Collection,BRONX,131
2017,5,Collection,BROOKLYN,1037
2017,5,Collection,MANHATTAN,209
2017,5,Collection,QUEENS,1114
2017,5,Collection,STATEN ISLAND,360
2017,5,Sweeping,BRONX,11
2017,5,Sweeping,BROOKLYN,34
2017,5,Sweeping,MANHATTAN,9
2017,5,Sweeping,QUEENS,12
2017,6,Basket,BRONX,49
2017,6,Basket,BROOKLYN,131
2017,6,Basket,MANHATTAN,92
2017,6,Basket,QUEENS,88
2017,6,Basket,STATEN ISLAND,35
2017,6,Collection,BRONX,166
2017,6,Collection,BROOKLYN,1339
2017,6,Collection,MANHATTAN,240
2017,6,Collection,QUEENS,1248
2017,6,Collection,STATEN ISLAND,476
2017,6,Sweeping,BRONX,8
2017,6,Sweeping,BROOKLYN,38
2017,6,Sweeping,MANHATTAN,14
2017,6,Sweeping,QUEENS,12
2017,6,Sweeping,STATEN ISLAND,1
2017,7,Basket,BRONX,51
2017,7,Basket,BROOKLYN,142
2017,7,Basket,MANHATTAN,188
2017,7,Basket,QUEENS,91
2017,7,Basket,STATEN ISLAND,20
2017,7,Collection,BRONX,166
2017,7,Collection,BROOKLYN,1563
2017,7,Collection,MANHATTAN,221
2017,7,Collection,QUEENS,1508
2017,7,Collection,STATEN ISLAND,497
2017,7,Sweeping,BRONX,9
2017,7,Sweeping,BROOKLYN,67
2017,7,Sweeping,MANHATTAN,17
2017,7,Sweeping,QUEENS,36
2017,7,Sweeping,STATEN ISLAND,2
2017,8,Basket,BRONX,53
2017,8,Basket,BROOKLYN,134
2017,8,Basket,MANHATTAN,124
2017,8,Basket,QUEENS,79
2017,8,Basket,STATEN ISLAND,23
2017,8,Collection,BRONX,249
2017,8,Collection,BROOKLYN,1325
2017,8,Collection,MANHATTAN,211
2017,8,Collection,QUEENS,1241
2017,8,Collection,STATEN ISLAND,419
2017,8,Sweeping,BRONX,9
2017,8,Sweeping,BROOKLYN,31
2017,8,Sweeping,MANHATTAN,20
2017,8,Sweeping,QUEENS,29
2017,9,Basket,BRONX,66
2017,9,Basket,BROOKLYN,137
2017,9,Basket,MANHATTAN,131
2017,9,Basket,QUEENS,97
2017,9,Basket,STATEN ISLAND,32
2017,9,Collection,BRONX,250
2017,9,Collection,BROOKLYN,1247
2017,9,Collection,MANHATTAN,208
2017,9,Collection,QUEENS,827
2017,9,Collection,STATEN ISLAND,359
2017,9,Sweeping,BRONX,10
2017,9,Sweeping,BROOKLYN,65
2017,9,Sweeping,MANHATTAN,15
2017,9,Sweeping,QUEENS,23
2017,10,Basket,BRONX,45
2017,10,Basket,BROOKLYN,151
2017,10,Basket,MANHATTAN,98
2017,10,Basket,QUEENS,83
2017,10,Basket,STATEN ISLAND,22
2017,10,Collection,BRONX,266
2017,10,Collection,BROOKLYN,1156
2017,10,Collection,MANHATTAN,237
2017,10,Collection,QUEENS,951
2017,10,Collection,STATEN ISLAND,401
2017,10,Sweeping,BRONX,15
2017,10,Sweeping,BROOKLYN,79
2017,10,Sweeping,MANHATTAN,27
2017,10,Sweeping,QUEENS,41
2017,10,Sweeping,STATEN ISLAND,1
2017,11,Basket,BRONX,57
2017,11,Basket,BROOKLYN,122
2017,11,Basket,MANHATTAN,59
2017,11,Basket,QUEENS,63
2017,11,Basket,STATEN ISLAND,16
2017,11,Collection,BRONX,288
2017,11,Collection,BROOKLYN,1152
2017,11,Collection,MANHATTAN,214
2017,11,Collection,QUEENS,1336
2017,11,Collection,STATEN ISLAND,887
2017,11,Sweeping,BRONX,16
2017,11,Sweeping,BROOKLYN,59
2017,11,Sweeping,MANHATTAN,30
2017,11,Sweeping,QUEENS,41
2017,12,Basket,BRONX,45
2017,12,Basket,BROOKLYN,86
2017,12,Basket,MANHATTAN,38
2017,12,Basket,QUEENS,34
2017,12,Basket,STATEN ISLAND,14
2017,12,Collection,BRONX,243
2017,12,Collection,BROOKLYN,1007
2017,12,Collection,MANHATTAN,197
2017,12,Collection,QUEENS,1105
2017,12,Collection,STATEN ISLAND,582
2017,12,Sweeping,BRONX,22
2017,12,Sweeping,BROOKLYN,67
2017,12,Sweeping,MANHATTAN,23
2017,12,Sweeping,QUEENS,25
2018,1,Basket,BRONX,28
2018,1,Basket,BROOKLYN,77
2018,1,Basket,MANHATTAN,35
2018,1,Basket,QUEENS,35
2018,1,Basket,STATEN ISLAND,8
2018,1,Collection,BRONX,161
2018,1,Collection,BROOKLYN,692
2018,1,Collection,MANHATTAN,126
2018,1,Collection,QUEENS,914
2018,1,Collection,STATEN ISLAND,351
2018,1,Sweeping,BRONX,10
2018,1,Sweeping,BROOKLYN,24
2018,1,Sweeping,MANHATTAN,13
2018,1,Sweeping,QUEENS,8
2018,1,Sweeping,STATEN ISLAND,3
2018,2,Basket,BRONX,31
2018,2,Basket,BROOKLYN,122
2018,2,Basket,MANHATTAN,40
2018,2,Basket,QUEENS,54
2018,2,Basket,STATEN ISLAND,13
2018,2,Collection,BRONX,244
2018,2,Collection,BROOKLYN,960
2018,2,Collection,MANHATTAN,195
2018,2,Collection,QUEENS,1001
2018,2,Collection,STATEN ISLAND,490
2018,2,Sweeping,BRONX,5
2018,2,Sweeping,BROOKLYN,36
2018,2,Sweeping,MANHATTAN,9
2018,2,Sweeping,QUEENS,11
2018,3,Basket,BRONX,28
2018,3,Basket,BROOKLYN,131
2018,3,Basket,MANHATTAN,34
2018,3,Basket,QUEENS,65
2018,3,Basket,STATEN ISLAND,22
2018,3,Collection,BRONX,143
2018,3,Collection,BROOKLYN,560
2018,3,Collection,MANHATTAN,107
2018,3,Collection,QUEENS,661
2018,3,Collection,STATEN ISLAND,381
2018,3,Sweeping,BRONX,6
2018,3,Sweeping,BROOKLYN,24
2018,3,Sweeping,MANHATTAN,5
2018,3,Sweeping,QUEENS,15
2018,3,Sweeping,STATEN ISLAND,3
2018,4,Basket,BRONX,67
2018,4,Basket,BROOKLYN,140
2018,4,Basket,MANHATTAN,63
2018,4,Basket,QUEENS,74
2018,4,Basket,STATEN ISLAND,24
2018,4,Collection,BRONX,239
2018,4,Collection,BROOKLYN,1123
2018,4,Collection,MANHATTAN,212
2018,4,Collection,QUEENS,993
2018,4,Collection,STATEN ISLAND,555
2018,4,Sweeping,BRONX,11
2018,4,Sweeping,BROOKLYN,43
2018,4,Sweeping,MANHATTAN,8
2018,4,Sweeping,QUEENS,14
2018,5,Basket,BRONX,73
2018,5,Basket,BROOKLYN,136
2018,5,Basket,MANHATTAN,94
2018,5,Basket,QUEENS,94
2018,5,Basket,STATEN ISLAND,44
2018,5,Collection,BRONX,249
2018,5,Collection,BROOKLYN,1214
2018,5,Collection,MANHATTAN,212
2018,5,Collection,QUEENS,1082
2018,5,Collection,STATEN ISLAND,475
2018,5,Sweeping,BRONX,9
2018,5,Sweeping,BROOKLYN,32
2018,5,Sweeping,MANHATTAN,9
2018,5,Sweeping,QUEENS,21
2018,6,Basket,BRONX,47
2018,6,Basket,BROOKLYN,152
2018,6,Basket,MANHATTAN,110
