year,month,Complaint Type,Borough,count
2018,6,Basket,QUEENS,76
2018,6,Basket,STATEN ISLAND,17
2018,6,Collection,BRONX,293
2018,6,Collection,BROOKLYN,1325
2018,6,Collection,MANHATTAN,215
2018,6,Collection,QUEENS,1377
2018,6,Collection,STATEN ISLAND,624
2018,6,Sweeping,BRONX,11
2018,6,Sweeping,BROOKLYN,50
2018,6,Sweeping,MANHATTAN,17
2018,6,Sweeping,QUEENS,25
2018,6,Sweeping,STATEN ISLAND,3
2018,7,Basket,BRONX,77
2018,7,Basket,BROOKLYN,165
2018,7,Basket,MANHATTAN,128
2018,7,Basket,QUEENS,124
2018,7,Basket,STATEN ISLAND,29
2018,7,Collection,BRONX,240
2018,7,Collection,BROOKLYN,1324
2018,7,Collection,MANHATTAN,250
2018,7,Collection,QUEENS,1358
2018,7,Collection,STATEN ISLAND,582
2018,7,Sweeping,BRONX,23
2018,7,Sweeping,BROOKLYN,59
2018,7,Sweeping,MANHATTAN,19
2018,7,Sweeping,QUEENS,27
2018,7,Sweeping,STATEN ISLAND,1
2018,8,Basket,BRONX,52
2018,8,Basket,BROOKLYN,180
2018,8,Basket,MANHATTAN,104
2018,8,Basket,QUEENS,93
2018,8,Basket,STATEN ISLAND,28
2018,8,Collection,BRONX,325
2018,8,Collection,BROOKLYN,1334
2018,8,Collection,MANHATTAN,266
2018,8,Collection,QUEENS,1235
2018,8,Collection,STATEN ISLAND,582
2018,8,Sweeping,BRONX,16
2018,8,Sweeping,BROOKLYN,52
2018,8,Sweeping,MANHATTAN,11
2018,8,Sweeping,QUEENS,26
2018,8,Sweeping,STATEN ISLAND,1
2018,9,Basket,BRONX,38
2018,9,Basket,BROOKLYN,179
2018,9,Basket,MANHATTAN,72
2018,9,Basket,QUEENS,78
2018,9,Basket,STATEN ISLAND,32
2018,9,Collection,BRONX,271
2018,9,Collection,BROOKLYN,1392
2018,9,Collection,MANHATTAN,302
2018,9,Collection,QUEENS,1198
2018,9,Collection,STATEN ISLAND,537
2018,9,Sweeping,BRONX,22
2018,9,Sweeping,BROOKLYN,75
2018,9,Sweeping,MANHATTAN,15
2018,9,Sweeping,QUEENS,20
2018,10,Basket,BRONX,40
2018,10,Basket,BROOKLYN,135
2018,10,Basket,MANHATTAN,90
2018,10,Basket,QUEENS,87
2018,10,Basket,STATEN ISLAND,26
2018,10,Collection,BRONX,240
2018,10,Collection,BROOKLYN,1415
2018,10,Collection,MANHATTAN,304
2018,10,Collection,QUEENS,1160
2018,10,Collection,STATEN ISLAND,525
2018,10,Sweeping,BRONX,28
2018,10,Sweeping,BROOKLYN,76
2018,10,Sweeping,MANHATTAN,17
2018,10,Sweeping,QUEENS,62
2018,11,Basket,BRONX,22
2018,11,Basket,BROOKLYN,96
2018,11,Basket,MANHATTAN,55
2018,11,Basket,QUEENS,56
2018,11,Basket,STATEN ISLAND,19
2018,11,Collection,BRONX,342
2018,11,Collection,BROOKLYN,1471
2018,11,Collection,MANHATTAN,242
2018,11,Collection,QUEENS,1356
2018,11,Collection,STATEN ISLAND,954
2018,11,Sweeping,BRONX,31
2018,11,Sweeping,BROOKLYN,144
2018,11,Sweeping,MANHATTAN,27
2018,11,Sweeping,QUEENS,78
2018,11,Sweeping,STATEN ISLAND,1
2018,12,Basket,BRONX,33
2018,12,Basket,BROOKLYN,86
2018,12,Basket,MANHATTAN,27
2018,12,Basket,QUEENS,47
2018,12,Basket,STATEN ISLAND,20
2018,12,Collection,BRONX,334
2018,12,Collection,BROOKLYN,1365
2018,12,Collection,MANHATTAN,272
2018,12,Collection,QUEENS,1399
2018,12,Collection,STATEN ISLAND,829
2018,12,Sweeping,BRONX,13
2018,12,Sweeping,BROOKLYN,73
2018,12,Sweeping,MANHATTAN,25
2018,12,Sweeping,QUEENS,28
2018,12,Sweeping,STATEN ISLAND,1
2019,1,Basket,BRONX,24
2019,1,Basket,BROOKLYN,102
2019,1,Basket,MANHATTAN,38
2019,1,Basket,QUEENS,47
2019,1,Basket,STATEN ISLAND,20
2019,1,Collection,BRONX,327
2019,1,Collection,BROOKLYN,1453
2019,1,Collection,MANHATTAN,332
2019,1,Collection,QUEENS,1279
2019,1,Collection,STATEN ISLAND,774
2019,1,Sweeping,BRONX,11
2019,1,Sweeping,BROOKLYN,46
2019,1,Sweeping,MANHATTAN,11
2019,1,Sweeping,QUEENS,14
2019,1,Sweeping,STATEN ISLAND,1
2019,2,Basket,BRONX,30
2019,2,Basket,BROOKLYN,101
2019,2,Basket,MANHATTAN,36
2019,2,Basket,QUEENS,54
2019,2,Basket,STATEN ISLAND,16
2019,2,Collection,BRONX,198
2019,2,Collection,BROOKLYN,995
2019,2,Collection,MANHATTAN,194
2019,2,Collection,QUEENS,804
2019,2,Collection,STATEN ISLAND,559
2019,2,Sweeping,BRONX,8
2019,2,Sweeping,BROOKLYN,18
2019,2,Sweeping,MANHATTAN,6
2019,2,Sweeping,QUEENS,3
2019,2,Sweeping,STATEN ISLAND,1
2019,3,Basket,BRONX,31
2019,3,Basket,BROOKLYN,98
2019,3,Basket,MANHATTAN,41
2019,3,Basket,QUEENS,57
2019,3,Basket,STATEN ISLAND,25
2019,3,Collection,BRONX,234
2019,3,Collection,BROOKLYN,991
2019,3,Collection,MANHATTAN,219
2019,3,Collection,QUEENS,790
2019,3,Collection,STATEN ISLAND,604
2019,3,Sweeping,BRONX,18
2019,3,Sweeping,BROOKLYN,22
2019,3,Sweeping,MANHATTAN,10
2019,3,Sweeping,QUEENS,15
2019,3,Sweeping,STATEN ISLAND,1
2019,4,Basket,BRONX,64
2019,4,Basket,BROOKLYN,121
2019,4,Basket,MANHATTAN,64
2019,4,Basket,QUEENS,56
2019,4,Basket,STATEN ISLAND,18
2019,4,Collection,BRONX,245
2019,4,Collection,BROOKLYN,1254
2019,4,Collection,MANHATTAN,307
2019,4,Collection,QUEENS,1050
2019,4,Collection,STATEN ISLAND,635
2019,4,Sweeping,BRONX,8
2019,4,Sweeping,BROOKLYN,27
2019,4,Sweeping,MANHATTAN,14
2019,4,Sweeping,QUEENS,13
2019,4,Sweeping,STATEN ISLAND,1
2019,5,Basket,BRONX,161
2019,5,Basket,BROOKLYN,125
2019,5,Basket,MANHATTAN,87
2019,5,Basket,QUEENS,58
2019,5,Basket,STATEN ISLAND,22
2019,5,Collection,BRONX,251
2019,5,Collection,BROOKLYN,1353
2019,5,Collection,MANHATTAN,265
2019,5,Collection,QUEENS,1029
2019,5,Collection,STATEN ISLAND,631
2019,5,Sweeping,BRONX,12
2019,5,Sweeping,BROOKLYN,36
2019,5,Sweeping,MANHATTAN,15
2019,5,Sweeping,QUEENS,13
2019,5,Sweeping,STATEN ISLAND,2
2019,6,Basket,BRONX,44
2019,6,Basket,BROOKLYN,218
2019,6,Basket,MANHATTAN,75
2019,6,Basket,QUEENS,80
2019,6,Basket,STATEN ISLAND,11
2019,6,Collection,BRONX,311
2019,6,Collection,BROOKLYN,1635
2019,6,Collection,MANHATTAN,336
2019,6,Collection,QUEENS,1158
2019,6,Collection,STATEN ISLAND,927
2019,6,Sweeping,BRONX,15
2019,6,Sweeping,BROOKLYN,39
2019,6,Sweeping,MANHATTAN,9
2019,6,Sweeping,QUEENS,15
2019,6,Sweeping,STATEN ISLAND,2
2019,7,Basket,BRONX,70
2019,7,Basket,BROOKLYN,146
2019,7,Basket,MANHATTAN,84
2019,7,Basket,QUEENS,179
2019,7,Basket,STATEN ISLAND,21
2019,7,Collection,BRONX,294
2019,7,Collection,BROOKLYN,1392
2019,7,Collection,MANHATTAN,269
2019,7,Collection,QUEENS,1166
2019,7,Collection,STATEN ISLAND,593
2019,7,Sweeping,BRONX,37
2019,7,Sweeping,BROOKLYN,80
2019,7,Sweeping,MANHATTAN,22
2019,7,Sweeping,QUEENS,36
2019,8,Basket,BRONX,44
2019,8,Basket,BROOKLYN,107
2019,8,Basket,MANHATTAN,47
2019,8,Basket,QUEENS,130
2019,8,Basket,STATEN ISLAND,17
2019,8,Collection,BRONX,289
2019,8,Collection,BROOKLYN,1402
2019,8,Collection,MANHATTAN,305
2019,8,Collection,QUEENS,1030
2019,8,Collection,STATEN ISLAND,547
2019,8,Sweeping,BRONX,22
2019,8,Sweeping,BROOKLYN,63
2019,8,Sweeping,MANHATTAN,17
2019,8,Sweeping,QUEENS,20
2019,8,Sweeping,STATEN ISLAND,1
2019,9,Basket,BRONX,40
2019,9,Basket,BROOKLYN,131
2019,9,Basket,MANHATTAN,61
2019,9,Basket,QUEENS,69
2019,9,Basket,STATEN ISLAND,35
2019,9,Collection,BRONX,235
2019,9,Collection,BROOKLYN,1319
2019,9,Collection,MANHATTAN,265
2019,9,Collection,QUEENS,884
2019,9,Collection,STATEN ISLAND,500
2019,9,Sweeping,BRONX,16
2019,9,Sweeping,BROOKLYN,67
2019,9,Sweeping,MANHATTAN,23
2019,9,Sweeping,QUEENS,42
2019,10,Basket,BRONX,34
2019,10,Basket,BROOKLYN,90
2019,10,Basket,MANHATTAN,54
2019,10,Basket,QUEENS,47
2019,10,Basket,STATEN ISLAND,22
2019,10,Collection,BRONX,289
2019,10,Collection,BROOKLYN,1305
2019,10,Collection,MANHATTAN,286
2019,10,Collection,QUEENS,908
2019,10,Collection,STATEN ISLAND,624
2019,10,Sweeping,BRONX,20
2019,10,Sweeping,BROOKLYN,41
2019,10,Sweeping,MANHATTAN,10
2019,10,Sweeping,QUEENS,48
2019,11,Basket,BRONX,31
2019,11,Basket,BROOKLYN,95
2019,11,Basket,MANHATTAN,44
2019,11,Basket,QUEENS,24
2019,11,Basket,STATEN ISLAND,27
2019,11,Collection,BRONX,344
2019,11,Collection,BROOKLYN,1399
2019,11,Collection,MANHATTAN,277
2019,11,Collection,QUEENS,1150
2019,11,Collection,STATEN ISLAND,1081
2019,11,Sweeping,BRONX,30
2019,11,Sweeping,BROOKLYN,58
2019,11,Sweeping,MANHATTAN,16
2019,11,Sweeping,QUEENS,48
2019,12,Basket,BRONX,14
2019,12,Basket,BROOKLYN,90
2019,12,Basket,MANHATTAN,48
2019,12,Basket,QUEENS,19
2019,12,Basket,STATEN ISLAND,16
2019,12,Collection,BRONX,247
2019,12,Collection,BROOKLYN,965
2019,12,Collection,MANHATTAN,152
2019,12,Collection,QUEENS,811
2019,12,Collection,STATEN ISLAND,540
2019,12,Sweeping,BRONX,9
2019,12,Sweeping,BROOKLYN,23
2019,12,Sweeping,MANHATTAN,18
2019,12,Sweeping,QUEENS,21
2020,1,Basket,BRONX,23
2020,1,Basket,BROOKLYN,73
2020,1,Basket,MANHATTAN,31
2020,1,Basket,QUEENS,29
2020,1,Basket,STATEN ISLAND,17
2020,1,Collection,BRONX,347
2020,1,Collection,BROOKLYN,1380
2020,1,Collection,MANHATTAN,299
2020,1,Collection,QUEENS,1178
2020,1,Collection,STATEN ISLAND,821
2020,1,Sweeping,BRONX,14
2020,1,Sweeping,BROOKLYN,37
2020,1,Sweeping,MANHATTAN,14
2020,1,Sweeping,QUEENS,15
2020,2,Basket,BRONX,20
2020,2,Basket,BROOKLYN,59
2020,2,Basket,MANHATTAN,40
2020,2,Basket,QUEENS,41
2020,2,Basket,STATEN ISLAND,14
2020,2,Collection,BRONX,291
2020,2,Collection,BROOKLYN,1051
2020,2,Collection,MANHATTAN,274
2020,2,Collection,QUEENS,885
2020,2,Collection,STATEN ISLAND,688
2020,2,Sweeping,BRONX,6
2020,2,Sweeping,BROOKLYN,26
2020,2,Sweeping,MANHATTAN,11
2020,2,Sweeping,QUEENS,14
2020,3,Basket,BRONX,16
2020,3,Basket,BROOKLYN,56
2020,3,Basket,MANHATTAN,23
2020,3,Basket,QUEENS,39
2020,3,Basket,STATEN ISLAND,12
2020,3,Collection,BRONX,232
2020,3,Collection,BROOKLYN,919
2020,3,Collection,MANHATTAN,152
2020,3,Collection,QUEENS,737
2020,3,Collection,STATEN ISLAND,602
2020,3,Sweeping,BRONX,7
2020,3,Sweeping,BROOKLYN,12
2020,3,Sweeping,MANHATTAN,6
2020,3,Sweeping,QUEENS,4
2020,4,Basket,BRONX,29
2020,4,Basket,BROOKLYN,29
2020,4,Basket,MANHATTAN,29
2020,4,Basket,QUEENS,33
2020,4,Basket,STATEN ISLAND,9
2020,4,Collection,BRONX,3
2020,4,Collection,BROOKLYN,11
2020,4,Collection,MANHATTAN,9
2020,4,Collection,QUEENS,10
2020,4,Collection,STATEN ISLAND,4
2020,5,Basket,BRONX,40
2020,5,Basket,BROOKLYN,84
2020,5,Basket,MANHATTAN,28
2020,5,Basket,QUEENS,45
2020,5,Basket,STATEN ISLAND,15
2020,5,Collection,BRONX,3
2020,5,Collection,BROOKLYN,15
2020,5,Collection,MANHATTAN,15
2020,5,Collection,QUEENS,9
2020,5,Collection,STATEN ISLAND,9
2020,5,Sweeping,BRONX,5
2020,5,Sweeping,BROOKLYN,13
2020,5,Sweeping,MANHATTAN,4
2020,5,Sweeping,QUEENS,3
2020,6,Basket,BRONX,61
2020,6,Basket,BROOKLYN,103
2020,6,Basket,MANHATTAN,58
2020,6,Basket,QUEENS,89
2020,6,Basket,STATEN ISLAND,27
2020,6,Collection,BRONX,308
2020,6,Collection,BROOKLYN,1519
2020,6,Collection,MANHATTAN,204
2020,6,Collection,QUEENS,1594
2020,6,Collection,STATEN ISLAND,1018
2020,6,Sweeping,BRONX,2
2020,6,Sweeping,BROOKLYN,5
2020,6,Sweeping,QUEENS,4
2020,7,Basket,BRONX,101
2020,7,Basket,BROOKLYN,304
2020,7,Basket,MANHATTAN,246
2020,7,Basket,QUEENS,280
2020,7,Basket,STATEN ISLAND,32
2020,7,Collection,BRONX,355
2020,7,Collection,BROOKLYN,2291
2020,7,Collection,MANHATTAN,358
2020,7,Collection,QUEENS,1821
2020,7,Collection,STATEN ISLAND,998
2020,7,Sweeping,BRONX,11
2020,7,Sweeping,BROOKLYN,46
2020,7,Sweeping,MANHATTAN,10
2020,7,Sweeping,QUEENS,18
2020,8,Basket,BRONX,75
2020,8,Basket,BROOKLYN,218
2020,8,Basket,MANHATTAN,196
2020,8,Basket,QUEENS,177
2020,8,Basket,STATEN ISLAND,29
2020,8,Collection,BRONX,351
2020,8,Collection,BROOKLYN,1776
2020,8,Collection,MANHATTAN,360
2020,8,Collection,QUEENS,1938
2020,8,Collection,STATEN ISLAND,836
2020,8,Sweeping,BRONX,35
2020,8,Sweeping,BROOKLYN,179
2020,8,Sweeping,MANHATTAN,63
2020,8,Sweeping,QUEENS,54
2020,9,Basket,BRONX,76
2020,9,Basket,BROOKLYN,218
2020,9,Basket,MANHATTAN,187
2020,9,Basket,QUEENS,136
2020,9,Basket,STATEN ISLAND,29
2020,9,Collection,BRONX,270
2020,9,Collection,BROOKLYN,1746
2020,9,Collection,MANHATTAN,325
2020,9,Collection,QUEENS,1671
2020,9,Collection,STATEN ISLAND,687
2020,9,Sweeping,BRONX,15
2020,9,Sweeping,BROOKLYN,112
2020,9,Sweeping,MANHATTAN,32
2020,9,Sweeping,QUEENS,25
2020,9,Sweeping,STATEN ISLAND,1
2020,10,Basket,BRONX,111
2020,10,Basket,BROOKLYN,134
2020,10,Basket,MANHATTAN,227
2020,10,Basket,QUEENS,60
2020,10,Basket,STATEN ISLAND,29
2020,10,Collection,BRONX,288
2020,10,Collection,BROOKLYN,1646
2020,10,Collection,MANHATTAN,340
2020,10,Collection,QUEENS,1317
2020,10,Collection,STATEN ISLAND,796
2020,10,Sweeping,BRONX,20
2020,10,Sweeping,BROOKLYN,131
2020,10,Sweeping,MANHATTAN,28
2020,10,Sweeping,QUEENS,34
2020,11,Basket,BRONX,32
2020,11,Basket,BROOKLYN,99
2020,11,Basket,MANHATTAN,74
2020,11,Basket,QUEENS,38
2020,11,Basket,STATEN ISLAND,8
2020,11,Collection,BRONX,312
2020,11,Collection,BROOKLYN,1285
2020,11,Collection,MANHATTAN,279
2020,11,Collection,QUEENS,1151
2020,11,Collection,STATEN ISLAND,910
2020,11,Sweeping,BRONX,33
2020,11,Sweeping,BROOKLYN,197
2020,11,Sweeping,MANHATTAN,26
2020,11,Sweeping,QUEENS,58
2020,12,Basket,BRONX,23
2020,12,Basket,BROOKLYN,78
2020,12,Basket,MANHATTAN,38
2020,12,Basket,QUEENS,37
2020,12,Basket,STATEN ISLAND,10
2020,12,Collection,BRONX,190
2020,12,Collection,BROOKLYN,1022
2020,12,Collection,MANHATTAN,170
2020,12,Collection,QUEENS,766
2020,12,Collection,STATEN ISLAND,902
2020,12,Sweeping,BRONX,9
2020,12,Sweeping,BROOKLYN,75
2020,12,Sweeping,MANHATTAN,22
2020,12,Sweeping,QUEENS,9
2021,1,Basket,BRONX,25
2021,1,Basket,BROOKLYN,127
2021,1,Basket,MANHATTAN,57
2021,1,Basket,QUEENS,59
2021,1,Basket,STATEN ISLAND,19
2021,1,Collection,BRONX,293
2021,1,Collection,BROOKLYN,1505
2021,1,Collection,MANHATTAN,259
2021,1,Collection,QUEENS,1305
2021,1,Collection,STATEN ISLAND,785
2021,1,Sweeping,BRONX,14
2021,1,Sweeping,BROOKLYN,90
2021,1,Sweeping,MANHATTAN,32
2021,1,Sweeping,QUEENS,17
2021,2,Basket,BRONX,19
2021,2,Basket,BROOKLYN,54
2021,2,Basket,MANHATTAN,40
2021,2,Basket,QUEENS,24
2021,2,Basket,STATEN ISLAND,7
2021,2,Collection,BRONX,21
2021,2,Collection,BROOKLYN,217
2021,2,Collection,MANHATTAN,28
2021,2,Collection,QUEENS,157
2021,2,Collection,STATEN ISLAND,91
2021,2,Sweeping,BRONX,4
2021,2,Sweeping,BROOKLYN,23
2021,2,Sweeping,MANHATTAN,12
2021,2,Sweeping,QUEENS,6
2021,3,Basket,BRONX,46
2021,3,Basket,BROOKLYN,176
2021,3,Basket,MANHATTAN,106
2021,3,Basket,QUEENS,69
2021,3,Basket,STATEN ISLAND,23
2021,3,Collection,BRONX,312
2021,3,Collection,BROOKLYN,4575
2021,3,Collection,MANHATTAN,361
2021,3,Collection,QUEENS,1759
2021,3,Collection,STATEN ISLAND,1780
2021,3,Sweeping,BRONX,16
2021,3,Sweeping,BROOKLYN,187
2021,3,Sweeping,MANHATTAN,54
2021,3,Sweeping,QUEENS,16
2021,4,Basket,BRONX,77
2021,4,Basket,BROOKLYN,121
2021,4,Basket,MANHATTAN,94
2021,4,Basket,QUEENS,58
2021,4,Basket,STATEN ISLAND,13
2021,4,Collection,BRONX,356
2021,4,Collection,BROOKLYN,1595
2021,4,Collection,MANHATTAN,290
2021,4,Collection,QUEENS,1407
2021,4,Collection,STATEN ISLAND,701
2021,4,Sweeping,BRONX,21
2021,4,Sweeping,BROOKLYN,59
2021,4,Sweeping,MANHATTAN,25
2021,4,Sweeping,QUEENS,7
2021,5,Basket,BRONX,76
2021,5,Basket,BROOKLYN,144
2021,5,Basket,MANHATTAN,96
2021,5,Basket,QUEENS,87
2021,5,Basket,STATEN ISLAND,28
2021,5,Collection,BRONX,319
2021,5,Collection,BROOKLYN,1553
2021,5,Collection,MANHATTAN,340
2021,5,Collection,QUEENS,1475
2021,5,Collection,STATEN ISLAND,790
2021,5,Sweeping,BRONX,18
2021,5,Sweeping,BROOKLYN,92
2021,5,Sweeping,MANHATTAN,21
2021,5,Sweeping,QUEENS,23
2021,5,Sweeping,STATEN ISLAND,2
2021,6,Basket,BRONX,73
2021,6,Basket,BROOKLYN,242
2021,6,Basket,MANHATTAN,138
2021,6,Basket,QUEENS,101
2021,6,Basket,STATEN ISLAND,42
2021,6,Collection,BRONX,378
2021,6,Collection,BROOKLYN,1824
2021,6,Collection,MANHATTAN,364
2021,6,Collection,QUEENS,1617
2021,6,Collection,STATEN ISLAND,846
2021,6,Sweeping,BRONX,23
2021,6,Sweeping,BROOKLYN,91
2021,6,Sweeping,MANHATTAN,35
2021,6,Sweeping,QUEENS,23
2021,6,Sweeping,STATEN ISLAND,1
2021,7,Basket,BRONX,82
2021,7,Basket,BROOKLYN,187
2021,7,Basket,MANHATTAN,138
2021,7,Basket,QUEENS,122
2021,7,Basket,STATEN ISLAND,42
2021,7,Collection,BRONX,393
2021,7,Collection,BROOKLYN,1991
2021,7,Collection,MANHATTAN,402
2021,7,Collection,QUEENS,1737
2021,7,Collection,STATEN ISLAND,898
2021,7,Sweeping,BRONX,30
2021,7,Sweeping,BROOKLYN,136
2021,7,Sweeping,MANHATTAN,24
2021,7,Sweeping,QUEENS,21
2021,8,Basket,BRONX,81
2021,8,Basket,BROOKLYN,185
2021,8,Basket,MANHATTAN,172
2021,8,Basket,QUEENS,103
2021,8,Basket,STATEN ISLAND,38
2021,8,Collection,BRONX,450
2021,8,Collection,BROOKLYN,1711
2021,8,Collection,MANHATTAN,328
2021,8,Collection,QUEENS,1554
2021,8,Collection,STATEN ISLAND,631
2021,8,Sweeping,BRONX,50
2021,8,Sweeping,BROOKLYN,162
2021,8,Sweeping,MANHATTAN,34
2021,8,Sweeping,QUEENS,28
2021,9,Basket,BRONX,84
2021,9,Basket,BROOKLYN,145
2021,9,Basket,MANHATTAN,176
2021,9,Basket,QUEENS,115
2021,9,Basket,STATEN ISLAND,30
2021,9,Collection,BRONX,465
2021,9,Collection,BROOKLYN,1757
2021,9,Collection,MANHATTAN,405
2021,9,Collection,QUEENS,1895
2021,9,Collection,STATEN ISLAND,724
2021,9,Sweeping,BRONX,29
2021,9,Sweeping,BROOKLYN,78
2021,9,Sweeping,MANHATTAN,29
2021,9,Sweeping,QUEENS,14
2021,10,Basket,BRONX,60
2021,10,Basket,BROOKLYN,218
2021,10,Basket,MANHATTAN,220
2021,10,Basket,QUEENS,117
2021,10,Basket,STATEN ISLAND,41
2021,10,Collection,BRONX,999
2021,10,Collection,BROOKLYN,6811
2021,10,Collection,MANHATTAN,958
2021,10,Collection,QUEENS,3746
2021,10,Collection,STATEN ISLAND,7531
2021,10,Sweeping,BRONX,77
2021,10,Sweeping,BROOKLYN,232
2021,10,Sweeping,MANHATTAN,58
2021,10,Sweeping,QUEENS,61
2021,10,Sweeping,STATEN ISLAND,4
2021,11,Basket,BRONX,33
2021,11,Basket,BROOKLYN,99
2021,11,Basket,MANHATTAN,98
2021,11,Basket,QUEENS,43
2021,11,Basket,STATEN ISLAND,14
2021,11,Collection,BRONX,336
2021,11,Collection,BROOKLYN,1592
2021,11,Collection,MANHATTAN,554
2021,11,Collection,QUEENS,2150
2021,11,Collection,STATEN ISLAND,1131
2021,11,Sweeping,BRONX,61
2021,11,Sweeping,BROOKLYN,162
2021,11,Sweeping,MANHATTAN,35
2021,11,Sweeping,QUEENS,64
2021,11,Sweeping,STATEN ISLAND,1
2021,12,Basket,BRONX,29
2021,12,Basket,BROOKLYN,100
2021,12,Basket,MANHATTAN,95
2021,12,Basket,QUEENS,60
2021,12,Basket,STATEN ISLAND,13
2021,12,Collection,BRONX,374
2021,12,Collection,BROOKLYN,1945
2021,12,Collection,MANHATTAN,352
2021,12,Collection,QUEENS,1901
2021,12,Collection,STATEN ISLAND,1089
2021,12,Sweeping,BRONX,58
2021,12,Sweeping,BROOKLYN,184
2021,12,Sweeping,MANHATTAN,52
2021,12,Sweeping,QUEENS,51
2022,1,Basket,BRONX,23
2022,1,Basket,BROOKLYN,102
2022,1,Basket,MANHATTAN,120
2022,1,Basket,QUEENS,49
2022,1,Basket,STATEN ISLAND,13
2022,1,Collection,BRONX,217
2022,1,Collection,BROOKLYN,1048
2022,1,Collection,MANHATTAN,238
2022,1,Collection,QUEENS,1009
2022,1,Collection,STATEN ISLAND,585
2022,1,Sweeping,BRONX,43
2022,1,Sweeping,BROOKLYN,97
2022,1,Sweeping,MANHATTAN,39
2022,1,Sweeping,QUEENS,22
2022,2,Basket,BRONX,18
2022,2,Basket,BROOKLYN,113
2022,2,Basket,MANHATTAN,80
2022,2,Basket,QUEENS,50
2022,2,Basket,STATEN ISLAND,114
2022,2,Collection,BRONX,162
2022,2,Collection,BROOKLYN,786
2022,2,Collection,MANHATTAN,194
2022,2,Collection,QUEENS,829
2022,2,Collection,STATEN ISLAND,416
2022,2,Sweeping,BRONX,54
2022,2,Sweeping,BROOKLYN,175
2022,2,Sweeping,MANHATTAN,47
2022,2,Sweeping,QUEENS,31
2022,2,Sweeping,STATEN ISLAND,1
2022,3,Basket,BRONX,22
2022,3,Basket,BROOKLYN,111
2022,3,Basket,MANHATTAN,85
2022,3,Basket,QUEENS,57
2022,3,Basket,STATEN ISLAND,29
2022,3,Collection,BRONX,345
2022,3,Collection,BROOKLYN,1689
2022,3,Collection,MANHATTAN,328
2022,3,Collection,QUEENS,1295
2022,3,Collection,STATEN ISLAND,796
2022,3,Sweeping,BRONX,123
2022,3,Sweeping,BROOKLYN,297
2022,3,Sweeping,MANHATTAN,75
2022,3,Sweeping,QUEENS,65
2022,3,Sweeping,STATEN ISLAND,3
2022,4,Basket,BRONX,36
2022,4,Basket,BROOKLYN,174
2022,4,Basket,MANHATTAN,108
2022,4,Basket,QUEENS,81
2022,4,Basket,STATEN ISLAND,31
2022,4,Collection,BRONX,327
2022,4,Collection,BROOKLYN,1690
2022,4,Collection,MANHATTAN,321
2022,4,Collection,QUEENS,1118
2022,4,Collection,STATEN ISLAND,537
2022,4,Sweeping,BRONX,78
2022,4,Sweeping,BROOKLYN,193
2022,4,Sweeping,MANHATTAN,47
2022,4,Sweeping,QUEENS,48
2022,4,Sweeping,STATEN ISLAND,1
2022,5,Basket,BRONX,34
2022,5,Basket,BROOKLYN,198
2022,5,Basket,MANHATTAN,106
2022,5,Basket,QUEENS,79
2022,5,Basket,STATEN ISLAND,33
2022,5,Collection,BRONX,349
2022,5,Collection,BROOKLYN,1901
2022,5,Collection,MANHATTAN,366
2022,5,Collection,QUEENS,1285
2022,5,Collection,STATEN ISLAND,477
2022,5,Sweeping,BRONX,79
2022,5,Sweeping,BROOKLYN,225
2022,5,Sweeping,MANHATTAN,56
2022,5,Sweeping,QUEENS,63
2022,5,Sweeping,STATEN ISLAND,1
2022,6,Basket,BRONX,60
2022,6,Basket,BROOKLYN,168
2022,6,Basket,MANHATTAN,154
2022,6,Basket,QUEENS,100
2022,6,Basket,STATEN ISLAND,29
2022,6,Collection,BRONX,407
2022,6,Collection,BROOKLYN,2018
2022,6,Collection,MANHATTAN,413
2022,6,Collection,QUEENS,1545
2022,6,Collection,STATEN ISLAND,645
2022,6,Sweeping,BRONX,84
2022,6,Sweeping,BROOKLYN,381
2022,6,Sweeping,MANHATTAN,97
2022,6,Sweeping,QUEENS,82
2022,6,Sweeping,STATEN ISLAND,3
2022,7,Basket,BRONX,56
2022,7,Basket,BROOKLYN,163
2022,7,Basket,MANHATTAN,140
2022,7,Basket,QUEENS,58
2022,7,Basket,STATEN ISLAND,26
2022,7,Collection,BRONX,380
2022,7,Collection,BROOKLYN,2051
2022,7,Collection,MANHATTAN,385
2022,7,Collection,QUEENS,1419
2022,7,Collection,STATEN ISLAND,626
2022,7,Sweeping,BRONX,204
2022,7,Sweeping,BROOKLYN,634
2022,7,Sweeping,MANHATTAN,130
2022,7,Sweeping,QUEENS,113
2022,7,Sweeping,STATEN ISLAND,3
2022,8,Basket,BRONX,53
2022,8,Basket,BROOKLYN,163
2022,8,Basket,MANHATTAN,125
2022,8,Basket,QUEENS,82
2022,8,Basket,STATEN ISLAND,31
2022,8,Collection,BRONX,412
2022,8,Collection,BROOKLYN,1958
2022,8,Collection,MANHATTAN,397
2022,8,Collection,QUEENS,1582
2022,8,Collection,STATEN ISLAND,601
2022,8,Sweeping,BRONX,164
2022,8,Sweeping,BROOKLYN,517
2022,8,Sweeping,MANHATTAN,115
2022,8,Sweeping,QUEENS,136
2022,8,Sweeping,STATEN ISLAND,3
2022,9,Basket,BRONX,35
2022,9,Basket,BROOKLYN,170
2022,9,Basket,MANHATTAN,117
2022,9,Basket,QUEENS,99
