year_month,Complaint Type,census_tract_id,complaint_count
2013-07,Missing Collection,36081100801,3
2013-07,Missing Collection,36081100804,4
2013-07,Missing Collection,36081101002,3
2013-07,Missing Collection,36081101003,1
2013-07,Missing Collection,36081101004,2
2013-07,Missing Collection,36081101700,3
2013-07,Missing Collection,36081102900,2
2013-07,Missing Collection,36081103201,2
2013-07,Missing Collection,36081103202,2
2013-07,Missing Collection,36081103900,3
2013-07,Missing Collection,36081104700,5
2013-07,Missing Collection,36081105900,2
2013-07,Missing Collection,36081107201,3
2013-07,Missing Collection,36081109300,2
2013-07,Missing Collection,36081109700,6
2013-07,Missing Collection,36081111300,1
2013-07,Missing Collection,36081112300,1
2013-07,Missing Collection,36081112900,3
2013-07,Missing Collection,36081113900,2
2013-07,Missing Collection,36081114100,2
2013-07,Missing Collection,36081114700,3
2013-07,Missing Collection,36081115500,1
2013-07,Missing Collection,36081115700,3
2013-07,Missing Collection,36081116301,1
2013-07,Missing Collection,36081117100,2
2013-07,Missing Collection,36081117500,1
2013-07,Missing Collection,36081119300,1
2013-07,Missing Collection,36081119500,1
2013-07,Missing Collection,36081119900,1
2013-07,Missing Collection,36081120300,1
2013-07,Missing Collection,36081120701,1
2013-07,Missing Collection,36081121500,2
2013-07,Missing Collection,36081122300,1
2013-07,Missing Collection,36081122703,1
2013-07,Missing Collection,36081124100,1
2013-07,Missing Collection,36081124700,1
2013-07,Missing Collection,36081125700,5
2013-07,Missing Collection,36081126700,2
2013-07,Missing Collection,36081127700,6
2013-07,Missing Collection,36081129103,1
2013-07,Missing Collection,36081133300,3
2013-07,Missing Collection,36081134100,3
2013-07,Missing Collection,36081136700,1
2013-07,Missing Collection,36081138501,5
2013-07,Missing Collection,36081140902,2
2013-07,Missing Collection,36081141700,5
2013-07,Missing Collection,36081142900,3
2013-07,Missing Collection,36081143500,1
2013-07,Missing Collection,36081144100,2
2013-07,Missing Collection,36081144700,3
2013-07,Missing Collection,36081145101,1
2013-07,Missing Collection,36081147900,1
2013-07,Missing Collection,36081148300,3
2013-07,Missing Collection,36081150702,3
2013-07,Missing Collection,36081152902,1
2013-07,Missing Collection,36081155103,2
2013-07,Missing Collection,36081157903,2
2013-07,Missing Collection,36081161700,1
2013-07,Missing Collection,36085000300,2
2013-07,Missing Collection,36085000600,3
2013-07,Missing Collection,36085000700,3
2013-07,Missing Collection,36085000800,5
2013-07,Missing Collection,36085000900,2
2013-07,Missing Collection,36085001700,1
2013-07,Missing Collection,36085002002,2
2013-07,Missing Collection,36085002100,2
2013-07,Missing Collection,36085002900,2
2013-07,Missing Collection,36085003300,2
2013-07,Missing Collection,36085003600,5
2013-07,Missing Collection,36085004001,1
2013-07,Missing Collection,36085004002,1
2013-07,Missing Collection,36085004003,1
2013-07,Missing Collection,36085004004,1
2013-07,Missing Collection,36085004700,2
2013-07,Missing Collection,36085005000,1
2013-07,Missing Collection,36085006700,3
2013-07,Missing Collection,36085007001,3
2013-07,Missing Collection,36085007002,6
2013-07,Missing Collection,36085007400,3
2013-07,Missing Collection,36085007500,6
2013-07,Missing Collection,36085008100,2
2013-07,Missing Collection,36085009601,1
2013-07,Missing Collection,36085009701,2
2013-07,Missing Collection,36085010500,12
2013-07,Missing Collection,36085011201,2
2013-07,Missing Collection,36085011203,3
2013-07,Missing Collection,36085011204,1
2013-07,Missing Collection,36085011401,1
2013-07,Missing Collection,36085012100,8
2013-07,Missing Collection,36085012200,3
2013-07,Missing Collection,36085012804,3
2013-07,Missing Collection,36085012805,4
2013-07,Missing Collection,36085012806,10
2013-07,Missing Collection,36085013201,1
2013-07,Missing Collection,36085013203,6
2013-07,Missing Collection,36085013204,6
2013-07,Missing Collection,36085013400,3
2013-07,Missing Collection,36085013800,3
2013-07,Missing Collection,36085014100,1
2013-07,Missing Collection,36085014604,2
2013-07,Missing Collection,36085014606,5
2013-07,Missing Collection,36085014607,3
2013-07,Missing Collection,36085014608,2
2013-07,Missing Collection,36085014700,1
2013-07,Missing Collection,36085015100,6
2013-07,Missing Collection,36085015601,7
2013-07,Missing Collection,36085015602,1
2013-07,Missing Collection,36085015603,6
2013-07,Missing Collection,36085016901,1
2013-07,Missing Collection,36085017005,7
2013-07,Missing Collection,36085017009,2
2013-07,Missing Collection,36085017011,2
2013-07,Missing Collection,36085017013,5
2013-07,Missing Collection,36085017014,1
2013-07,Missing Collection,36085017015,1
2013-07,Missing Collection,36085017600,6
2013-07,Missing Collection,36085017701,4
2013-07,Missing Collection,36085017702,3
2013-07,Missing Collection,36085018100,7
2013-07,Missing Collection,36085018703,4
2013-07,Missing Collection,36085018901,4
2013-07,Missing Collection,36085018902,1
2013-07,Missing Collection,36085019800,7
2013-07,Missing Collection,36085020100,4
2013-07,Missing Collection,36085020701,3
2013-07,Missing Collection,36085020803,18
2013-07,Missing Collection,36085020804,2
2013-07,Missing Collection,36085020805,7
2013-07,Missing Collection,36085020806,8
2013-07,Missing Collection,36085021300,4
2013-07,Missing Collection,36085022300,2
2013-07,Missing Collection,36085022601,5
2013-07,Missing Collection,36085022602,10
2013-07,Missing Collection,36085023100,2
2013-07,Missing Collection,36085023900,7
2013-07,Missing Collection,36085024401,3
2013-07,Missing Collection,36085024402,1
2013-07,Missing Collection,36085024700,2
2013-07,Missing Collection,36085024800,3
2013-07,Missing Collection,36085025100,1
2013-07,Missing Collection,36085027301,3
2013-07,Missing Collection,36085027302,1
2013-07,Missing Collection,36085027702,2
2013-07,Missing Collection,36085027704,4
2013-07,Missing Collection,36085027705,1
2013-07,Missing Collection,36085027900,3
2013-07,Missing Collection,36085029102,2
2013-07,Missing Collection,36085029104,3
2013-07,Missing Collection,36085029105,2
2013-07,Missing Collection,36085029106,2
2013-07,Missing Collection,36085030302,8
2013-07,Missing Collection,36085031902,2
2013-07,Missing Collection,36085032300,1
2013-07,Sweeping Complaint,36005004100,1
2013-07,Sweeping Complaint,36005008700,1
2013-07,Sweeping Complaint,36005009301,2
2013-07,Sweeping Complaint,36005009302,1
2013-07,Sweeping Complaint,36005024000,1
2013-07,Sweeping Complaint,36005035800,1
2013-07,Sweeping Complaint,36005036400,2
2013-07,Sweeping Complaint,36005038600,1
2013-07,Sweeping Complaint,36005040600,1
2013-07,Sweeping Complaint,36047003400,2
2013-07,Sweeping Complaint,36047003900,1
2013-07,Sweeping Complaint,36047004100,1
2013-07,Sweeping Complaint,36047004400,1
2013-07,Sweeping Complaint,36047006200,1
2013-07,Sweeping Complaint,36047006500,1
2013-07,Sweeping Complaint,36047008000,1
2013-07,Sweeping Complaint,36047009800,1
2013-07,Sweeping Complaint,36047015200,2
2013-07,Sweeping Complaint,36047015500,1
2013-07,Sweeping Complaint,36047016000,1
2013-07,Sweeping Complaint,36047017800,1
2013-07,Sweeping Complaint,36047018600,1
2013-07,Sweeping Complaint,36047018800,1
2013-07,Sweeping Complaint,36047023100,1
2013-07,Sweeping Complaint,36047024300,1
2013-07,Sweeping Complaint,36047024800,1
2013-07,Sweeping Complaint,36047025600,1
2013-07,Sweeping Complaint,36047025800,2
2013-07,Sweeping Complaint,36047026300,1
2013-07,Sweeping Complaint,36047027000,1
2013-07,Sweeping Complaint,36047027600,1
2013-07,Sweeping Complaint,36047027900,1
2013-07,Sweeping Complaint,36047029700,1
2013-07,Sweeping Complaint,36047030400,1
2013-07,Sweeping Complaint,36047033600,2
2013-07,Sweeping Complaint,36047034300,1
2013-07,Sweeping Complaint,36047036501,3
2013-07,Sweeping Complaint,36047036600,1
2013-07,Sweeping Complaint,36047037100,2
2013-07,Sweeping Complaint,36047037300,1
2013-07,Sweeping Complaint,36047037700,2
2013-07,Sweeping Complaint,36047038500,1
2013-07,Sweeping Complaint,36047038600,1
2013-07,Sweeping Complaint,36047041200,2
2013-07,Sweeping Complaint,36047042200,2
2013-07,Sweeping Complaint,36047043700,1
2013-07,Sweeping Complaint,36047044800,1
2013-07,Sweeping Complaint,36047045800,4
2013-07,Sweeping Complaint,36047046000,1
2013-07,Sweeping Complaint,36047048000,1
2013-07,Sweeping Complaint,36047048200,3
2013-07,Sweeping Complaint,36047049600,1
2013-07,Sweeping Complaint,36047051300,2
2013-07,Sweeping Complaint,36047053102,1
2013-07,Sweeping Complaint,36047055000,1
2013-07,Sweeping Complaint,36047060000,1
2013-07,Sweeping Complaint,36047060600,1
2013-07,Sweeping Complaint,36047061004,1
2013-07,Sweeping Complaint,36047072400,1
2013-07,Sweeping Complaint,36047073600,1
2013-07,Sweeping Complaint,36047074600,1
2013-07,Sweeping Complaint,36047074800,1
2013-07,Sweeping Complaint,36047075800,1
2013-07,Sweeping Complaint,36047082600,1
2013-07,Sweeping Complaint,36047083200,2
2013-07,Sweeping Complaint,36047083600,1
2013-07,Sweeping Complaint,36047083800,1
2013-07,Sweeping Complaint,36047086600,1
2013-07,Sweeping Complaint,36047086800,1
2013-07,Sweeping Complaint,36047087600,1
2013-07,Sweeping Complaint,36047088002,1
2013-07,Sweeping Complaint,36047088600,2
2013-07,Sweeping Complaint,36047088800,1
2013-07,Sweeping Complaint,36047089000,1
2013-07,Sweeping Complaint,36047089600,1
2013-07,Sweeping Complaint,36047090800,1
2013-07,Sweeping Complaint,36047093600,1
2013-07,Sweeping Complaint,36047094401,1
2013-07,Sweeping Complaint,36047095000,1
2013-07,Sweeping Complaint,36047097400,1
2013-07,Sweeping Complaint,36047098600,1
2013-07,Sweeping Complaint,36047099200,2
2013-07,Sweeping Complaint,36047099800,1
2013-07,Sweeping Complaint,36047102802,1
2013-07,Sweeping Complaint,36047109800,1
2013-07,Sweeping Complaint,36047111600,1
2013-07,Sweeping Complaint,36047117202,1
2013-07,Sweeping Complaint,36047119000,1
2013-07,Sweeping Complaint,36047119200,1
2013-07,Sweeping Complaint,36047119400,1
2013-07,Sweeping Complaint,36047150200,1
2013-07,Sweeping Complaint,36061001401,1
2013-07,Sweeping Complaint,36061001600,1
2013-07,Sweeping Complaint,36061003200,1
2013-07,Sweeping Complaint,36061003900,1
2013-07,Sweeping Complaint,36061004200,1
2013-07,Sweeping Complaint,36061006100,1
2013-07,Sweeping Complaint,36061009000,1
2013-07,Sweeping Complaint,36061012700,1
2013-07,Sweeping Complaint,36061013202,1
2013-07,Sweeping Complaint,36061014300,1
2013-07,Sweeping Complaint,36061014802,1
2013-07,Sweeping Complaint,36061015501,1
2013-07,Sweeping Complaint,36061015601,1
2013-07,Sweeping Complaint,36061015801,1
2013-07,Sweeping Complaint,36061016700,1
2013-07,Sweeping Complaint,36061017300,1
2013-07,Sweeping Complaint,36061017500,1
2013-07,Sweeping Complaint,36061018000,1
2013-07,Sweeping Complaint,36061018200,2
2013-07,Sweeping Complaint,36061019800,1
2013-07,Sweeping Complaint,36061020800,1
2013-07,Sweeping Complaint,36061022700,1
2013-07,Sweeping Complaint,36061022800,1
2013-07,Sweeping Complaint,36061023000,2
2013-07,Sweeping Complaint,36061024100,1
2013-07,Sweeping Complaint,36061025300,1
2013-07,Sweeping Complaint,36081009700,1
2013-07,Sweeping Complaint,36081014202,1
2013-07,Sweeping Complaint,36081015300,1
2013-07,Sweeping Complaint,36081015900,2
2013-07,Sweeping Complaint,36081018300,1
2013-07,Sweeping Complaint,36081018900,1
2013-07,Sweeping Complaint,36081026300,1
2013-07,Sweeping Complaint,36081028900,1
2013-07,Sweeping Complaint,36081035700,1
2013-07,Sweeping Complaint,36081054900,1
2013-07,Sweeping Complaint,36081055100,1
2013-07,Sweeping Complaint,36081057700,1
2013-07,Sweeping Complaint,36081059501,1
2013-07,Sweeping Complaint,36081070700,2
2013-07,Sweeping Complaint,36081070900,2
2013-07,Sweeping Complaint,36081071100,1
2013-07,Sweeping Complaint,36081071304,1
2013-07,Sweeping Complaint,36081077902,1
2013-07,Sweeping Complaint,36081079702,1
2013-07,Sweeping Complaint,36081080900,2
2013-07,Sweeping Complaint,36081083700,2
2013-07,Sweeping Complaint,36081096400,1
2013-07,Sweeping Complaint,36081117500,1
2013-07,Sweeping Complaint,36081118700,1
2013-07,Sweeping Complaint,36085015602,1
2013-08,Adopt-A-Basket,36005014100,3
2013-08,Adopt-A-Basket,36047032900,2
2013-08,Adopt-A-Basket,36047080000,2
2013-08,Adopt-A-Basket,36061006500,1
2013-08,Adopt-A-Basket,36081071100,1
2013-08,Adopt-A-Basket,36081076901,1
2013-08,Adopt-A-Basket,36081094201,1
2013-08,Basket Complaint,36005006700,1
2013-08,Basket Complaint,36005007100,1
2013-08,Basket Complaint,36005009800,1
2013-08,Basket Complaint,36005014300,1
2013-08,Basket Complaint,36005015300,1
2013-08,Basket Complaint,36005018101,1
2013-08,Basket Complaint,36005020400,1
2013-08,Basket Complaint,36005021602,1
2013-08,Basket Complaint,36005022200,1
2013-08,Basket Complaint,36005022500,1
2013-08,Basket Complaint,36005023100,2
2013-08,Basket Complaint,36005023600,1
2013-08,Basket Complaint,36005026602,1
2013-08,Basket Complaint,36005030201,1
2013-08,Basket Complaint,36005033000,1
2013-08,Basket Complaint,36005033500,1
2013-08,Basket Complaint,36005033802,1
2013-08,Basket Complaint,36005037400,1
2013-08,Basket Complaint,36005038500,1
2013-08,Basket Complaint,36005038600,1
2013-08,Basket Complaint,36005038700,1
2013-08,Basket Complaint,36005039800,1
2013-08,Basket Complaint,36005040600,1
2013-08,Basket Complaint,36005040900,1
2013-08,Basket Complaint,36005041300,1
2013-08,Basket Complaint,36005041900,1
2013-08,Basket Complaint,36005042200,1
2013-08,Basket Complaint,36005043400,3
2013-08,Basket Complaint,36005046205,1
2013-08,Basket Complaint,36047002100,1
2013-08,Basket Complaint,36047004300,1
2013-08,Basket Complaint,36047005301,3
2013-08,Basket Complaint,36047007100,3
2013-08,Basket Complaint,36047007500,1
2013-08,Basket Complaint,36047007700,2
2013-08,Basket Complaint,36047008200,1
2013-08,Basket Complaint,36047009800,1
2013-08,Basket Complaint,36047010601,1
2013-08,Basket Complaint,36047011200,1
2013-08,Basket Complaint,36047013000,1
2013-08,Basket Complaint,36047013700,1
2013-08,Basket Complaint,36047013900,2
2013-08,Basket Complaint,36047014300,1
2013-08,Basket Complaint,36047015700,1
2013-08,Basket Complaint,36047016200,1
2013-08,Basket Complaint,36047016700,1
2013-08,Basket Complaint,36047017200,1
2013-08,Basket Complaint,36047021000,1
2013-08,Basket Complaint,36047021300,1
2013-08,Basket Complaint,36047022600,1
2013-08,Basket Complaint,36047022700,2
2013-08,Basket Complaint,36047023100,2
2013-08,Basket Complaint,36047023300,2
2013-08,Basket Complaint,36047024100,1
2013-08,Basket Complaint,36047024500,1
2013-08,Basket Complaint,36047024700,1
2013-08,Basket Complaint,36047025200,1
2013-08,Basket Complaint,36047025600,1
2013-08,Basket Complaint,36047027400,4
2013-08,Basket Complaint,36047028501,1
2013-08,Basket Complaint,36047029600,1
2013-08,Basket Complaint,36047031401,1
2013-08,Basket Complaint,36047031900,1
2013-08,Basket Complaint,36047032300,2
2013-08,Basket Complaint,36047032500,1
2013-08,Basket Complaint,36047032700,1
2013-08,Basket Complaint,36047034800,1
2013-08,Basket Complaint,36047034902,1
2013-08,Basket Complaint,36047035301,1
2013-08,Basket Complaint,36047035900,1
2013-08,Basket Complaint,36047037000,1
2013-08,Basket Complaint,36047037700,2
2013-08,Basket Complaint,36047038100,1
2013-08,Basket Complaint,36047039100,1
2013-08,Basket Complaint,36047039200,3
2013-08,Basket Complaint,36047039300,1
2013-08,Basket Complaint,36047039700,1
2013-08,Basket Complaint,36047040100,2
2013-08,Basket Complaint,36047040200,1
2013-08,Basket Complaint,36047041200,1
2013-08,Basket Complaint,36047041800,1
2013-08,Basket Complaint,36047042200,2
2013-08,Basket Complaint,36047042300,2
2013-08,Basket Complaint,36047043900,1
2013-08,Basket Complaint,36047044300,1
2013-08,Basket Complaint,36047044400,5
2013-08,Basket Complaint,36047044700,1
2013-08,Basket Complaint,36047044800,3
2013-08,Basket Complaint,36047045000,1
2013-08,Basket Complaint,36047045300,1
2013-08,Basket Complaint,36047046000,1
2013-08,Basket Complaint,36047049400,1
2013-08,Basket Complaint,36047049900,1
2013-08,Basket Complaint,36047050001,1
2013-08,Basket Complaint,36047050002,1
2013-08,Basket Complaint,36047051300,1
2013-08,Basket Complaint,36047052300,1
2013-08,Basket Complaint,36047053000,1
2013-08,Basket Complaint,36047055500,1
2013-08,Basket Complaint,36047056900,1
2013-08,Basket Complaint,36047058000,1
2013-08,Basket Complaint,36047059000,1
2013-08,Basket Complaint,36047059300,1
2013-08,Basket Complaint,36047060600,4
2013-08,Basket Complaint,36047060800,1
2013-08,Basket Complaint,36047062800,1
2013-08,Basket Complaint,36047065000,1
2013-08,Basket Complaint,36047067400,1
2013-08,Basket Complaint,36047068800,1
2013-08,Basket Complaint,36047072600,1
2013-08,Basket Complaint,36047074200,2
2013-08,Basket Complaint,36047074800,3
2013-08,Basket Complaint,36047076400,1
2013-08,Basket Complaint,36047080000,1
2013-08,Basket Complaint,36047081600,1
2013-08,Basket Complaint,36047082400,2
2013-08,Basket Complaint,36047083000,1
2013-08,Basket Complaint,36047084600,1
2013-08,Basket Complaint,36047086000,1
2013-08,Basket Complaint,36047088600,1
2013-08,Basket Complaint,36047089200,1
2013-08,Basket Complaint,36047090200,2
2013-08,Basket Complaint,36047092000,1
2013-08,Basket Complaint,36047096800,1
2013-08,Basket Complaint,36047097400,1
2013-08,Basket Complaint,36047101000,3
2013-08,Basket Complaint,36047110400,1
2013-08,Basket Complaint,36047111800,1
2013-08,Basket Complaint,36047112200,1
2013-08,Basket Complaint,36047112600,1
2013-08,Basket Complaint,36047112800,1
2013-08,Basket Complaint,36047115800,1
2013-08,Basket Complaint,36047119600,1
2013-08,Basket Complaint,36047119800,1
2013-08,Basket Complaint,36047120200,1
2013-08,Basket Complaint,36061000201,1
2013-08,Basket Complaint,36061000700,1
2013-08,Basket Complaint,36061001600,1
2013-08,Basket Complaint,36061001800,4
2013-08,Basket Complaint,36061002602,1
2013-08,Basket Complaint,36061002800,1
2013-08,Basket Complaint,36061003200,1
2013-08,Basket Complaint,36061003400,1
2013-08,Basket Complaint,36061003700,1
2013-08,Basket Complaint,36061003800,1
2013-08,Basket Complaint,36061004500,1
2013-08,Basket Complaint,36061004700,1
2013-08,Basket Complaint,36061004900,1
2013-08,Basket Complaint,36061005000,8
2013-08,Basket Complaint,36061005400,2
2013-08,Basket Complaint,36061006000,1
2013-08,Basket Complaint,36061006200,3
2013-08,Basket Complaint,36061006300,4
2013-08,Basket Complaint,36061006400,1
2013-08,Basket Complaint,36061007100,2
2013-08,Basket Complaint,36061007200,1
2013-08,Basket Complaint,36061007300,1
2013-08,Basket Complaint,36061007400,1
2013-08,Basket Complaint,36061007700,1
2013-08,Basket Complaint,36061008100,2
2013-08,Basket Complaint,36061008200,1
2013-08,Basket Complaint,36061008700,2
2013-08,Basket Complaint,36061009100,1
2013-08,Basket Complaint,36061009300,1
2013-08,Basket Complaint,36061009500,5
2013-08,Basket Complaint,36061009800,1
2013-08,Basket Complaint,36061010400,2
2013-08,Basket Complaint,36061010802,2
2013-08,Basket Complaint,36061011600,1
2013-08,Basket Complaint,36061013000,1
2013-08,Basket Complaint,36061013700,2
2013-08,Basket Complaint,36061014300,1
2013-08,Basket Complaint,36061014602,1
2013-08,Basket Complaint,36061015301,2
2013-08,Basket Complaint,36061016400,1
2013-08,Basket Complaint,36061016600,1
2013-08,Basket Complaint,36061017500,2
2013-08,Basket Complaint,36061017800,1
2013-08,Basket Complaint,36061018000,1
2013-08,Basket Complaint,36061018700,1
2013-08,Basket Complaint,36061019100,1
2013-08,Basket Complaint,36061019600,3
2013-08,Basket Complaint,36061021000,2
2013-08,Basket Complaint,36061021800,2
2013-08,Basket Complaint,36061022102,1
2013-08,Basket Complaint,36061022500,1
2013-08,Basket Complaint,36061022700,2
2013-08,Basket Complaint,36061022900,1
2013-08,Basket Complaint,36061023100,2
2013-08,Basket Complaint,36061023501,1
2013-08,Basket Complaint,36061024500,1
2013-08,Basket Complaint,36061027300,1
2013-08,Basket Complaint,36061028300,2
2013-08,Basket Complaint,36061029500,1
2013-08,Basket Complaint,36061031100,1
2013-08,Basket Complaint,36081001800,1
2013-08,Basket Complaint,36081003100,1
2013-08,Basket Complaint,36081005100,1
2013-08,Basket Complaint,36081005800,2
2013-08,Basket Complaint,36081005900,1
2013-08,Basket Complaint,36081007300,1
2013-08,Basket Complaint,36081009800,1
2013-08,Basket Complaint,36081016900,1
2013-08,Basket Complaint,36081025302,1
2013-08,Basket Complaint,36081025500,1
2013-08,Basket Complaint,36081028100,1
2013-08,Basket Complaint,36081028300,1
2013-08,Basket Complaint,36081028500,2
2013-08,Basket Complaint,36081028900,1
2013-08,Basket Complaint,36081029100,1
2013-08,Basket Complaint,36081036600,1
2013-08,Basket Complaint,36081038400,2
2013-08,Basket Complaint,36081040301,1
2013-08,Basket Complaint,36081041100,1
2013-08,Basket Complaint,36081044301,1
2013-08,Basket Complaint,36081045500,1
2013-08,Basket Complaint,36081047200,1
2013-08,Basket Complaint,36081048100,3
2013-08,Basket Complaint,36081050000,1
2013-08,Basket Complaint,36081053200,1
2013-08,Basket Complaint,36081053902,1
2013-08,Basket Complaint,36081054800,1
2013-08,Basket Complaint,36081055100,1
2013-08,Basket Complaint,36081055300,1
2013-08,Basket Complaint,36081056000,1
2013-08,Basket Complaint,36081056100,4
2013-08,Basket Complaint,36081058300,2
2013-08,Basket Complaint,36081058700,1
2013-08,Basket Complaint,36081059100,2
2013-08,Basket Complaint,36081060300,1
2013-08,Basket Complaint,36081060600,2
2013-08,Basket Complaint,36081061900,1
2013-08,Basket Complaint,36081062900,1
2013-08,Basket Complaint,36081063500,1
2013-08,Basket Complaint,36081064102,2
2013-08,Basket Complaint,36081068300,2
2013-08,Basket Complaint,36081069702,1
2013-08,Basket Complaint,36081071304,1
2013-08,Basket Complaint,36081071701,3
2013-08,Basket Complaint,36081076901,4
2013-08,Basket Complaint,36081085300,1
2013-08,Basket Complaint,36081094203,1
2013-08,Basket Complaint,36081094500,2
2013-08,Basket Complaint,36081100801,1
2013-08,Basket Complaint,36081104700,1
2013-08,Basket Complaint,36081109700,1
2013-08,Basket Complaint,36081127700,1
2013-08,Basket Complaint,36081129103,2
2013-08,Basket Complaint,36081129104,1
2013-08,Basket Complaint,36081138501,1
2013-08,Basket Complaint,36085002001,1
2013-08,Basket Complaint,36085002100,2
2013-08,Basket Complaint,36085002900,1
2013-08,Basket Complaint,36085003300,2
2013-08,Basket Complaint,36085004001,2
2013-08,Basket Complaint,36085005000,6
2013-08,Basket Complaint,36085006400,1
2013-08,Basket Complaint,36085007002,1
2013-08,Basket Complaint,36085007400,2
2013-08,Basket Complaint,36085007700,2
2013-08,Basket Complaint,36085010500,2
2013-08,Basket Complaint,36085011402,1
2013-08,Basket Complaint,36085012804,1
2013-08,Basket Complaint,36085012806,2
2013-08,Basket Complaint,36085014604,1
2013-08,Basket Complaint,36085014605,1
2013-08,Basket Complaint,36085015603,4
2013-08,Basket Complaint,36085016901,2
2013-08,Basket Complaint,36085017005,1
2013-08,Basket Complaint,36085017012,1
2013-08,Basket Complaint,36085017600,1
2013-08,Basket Complaint,36085018901,1
2013-08,Basket Complaint,36085019800,1
2013-08,Basket Complaint,36085020701,1
2013-08,Basket Complaint,36085020803,1
2013-08,Basket Complaint,36085020804,1
2013-08,Basket Complaint,36085021300,4
2013-08,Basket Complaint,36085023900,1
2013-08,Basket Complaint,36085024700,1
2013-08,Basket Complaint,36085024800,1
2013-08,Basket Complaint,36085029106,1
2013-08,Basket Complaint,36085030301,2
2013-08,Basket Complaint,36085030302,1
2013-08,Collection Truck Noise,36005007300,1
2013-08,Collection Truck Noise,36047000100,1
2013-08,Collection Truck Noise,36047015900,1
2013-08,Collection Truck Noise,36047049302,1
2013-08,Collection Truck Noise,36047083800,1
2013-08,Collection Truck Noise,36061001401,1
2013-08,Collection Truck Noise,36081071305,1
2013-08,Collection Truck Noise,36081103202,1
2013-08,Collection Truck Noise,36085009701,1
2013-08,Missing Collection,36005002500,1
2013-08,Missing Collection,36005002702,1
2013-08,Missing Collection,36005003500,1
2013-08,Missing Collection,36005006700,1
2013-08,Missing Collection,36005007400,1
2013-08,Missing Collection,36005007600,1
2013-08,Missing Collection,36005008700,1
2013-08,Missing Collection,36005009301,1
2013-08,Missing Collection,36005009800,1
2013-08,Missing Collection,36005011800,3
2013-08,Missing Collection,36005011900,1
2013-08,Missing Collection,36005012901,1
2013-08,Missing Collection,36005013200,1
2013-08,Missing Collection,36005013300,1
2013-08,Missing Collection,36005013500,1
2013-08,Missing Collection,36005015100,1
2013-08,Missing Collection,36005016200,1
2013-08,Missing Collection,36005016900,1
2013-08,Missing Collection,36005021800,1
2013-08,Missing Collection,36005022102,1
2013-08,Missing Collection,36005022200,2
2013-08,Missing Collection,36005023000,1
2013-08,Missing Collection,36005023200,1
2013-08,Missing Collection,36005025000,1
2013-08,Missing Collection,36005026602,1
2013-08,Missing Collection,36005027401,2
2013-08,Missing Collection,36005027402,1
2013-08,Missing Collection,36005028100,1
2013-08,Missing Collection,36005030900,1
2013-08,Missing Collection,36005031200,1
2013-08,Missing Collection,36005031800,1
2013-08,Missing Collection,36005032600,1
2013-08,Missing Collection,36005033602,1
2013-08,Missing Collection,36005033700,3
2013-08,Missing Collection,36005034200,1
2013-08,Missing Collection,36005035800,1
2013-08,Missing Collection,36005037000,1
2013-08,Missing Collection,36005040304,2
2013-08,Missing Collection,36005040800,2
2013-08,Missing Collection,36005040900,1
2013-08,Missing Collection,36005042500,1
2013-08,Missing Collection,36005042600,1
2013-08,Missing Collection,36005042902,1
2013-08,Missing Collection,36005045101,1
2013-08,Missing Collection,36005046208,2
2013-08,Missing Collection,36005046209,1
2013-08,Missing Collection,36005048401,3
2013-08,Missing Collection,36005051601,3
2013-08,Missing Collection,36047000502,1
2013-08,Missing Collection,36047000700,1
2013-08,Missing Collection,36047001100,1
2013-08,Missing Collection,36047002100,1
2013-08,Missing Collection,36047002901,1
2013-08,Missing Collection,36047003500,1
2013-08,Missing Collection,36047004100,3
2013-08,Missing Collection,36047004400,1
2013-08,Missing Collection,36047004500,1
2013-08,Missing Collection,36047004600,1
2013-08,Missing Collection,36047004700,1
2013-08,Missing Collection,36047005301,1
2013-08,Missing Collection,36047006000,1
2013-08,Missing Collection,36047006200,2
2013-08,Missing Collection,36047006800,1
2013-08,Missing Collection,36047007700,3
2013-08,Missing Collection,36047011000,3
2013-08,Missing Collection,36047013100,1
2013-08,Missing Collection,36047013300,1
2013-08,Missing Collection,36047013400,1
2013-08,Missing Collection,36047013600,1
2013-08,Missing Collection,36047013800,1
2013-08,Missing Collection,36047014800,1
2013-08,Missing Collection,36047014902,1
2013-08,Missing Collection,36047015100,1
2013-08,Missing Collection,36047015300,3
2013-08,Missing Collection,36047015500,1
2013-08,Missing Collection,36047015700,1
2013-08,Missing Collection,36047016000,1
2013-08,Missing Collection,36047016100,1
2013-08,Missing Collection,36047016300,3
2013-08,Missing Collection,36047016500,1
2013-08,Missing Collection,36047016800,1
2013-08,Missing Collection,36047017400,1
2013-08,Missing Collection,36047017600,2
2013-08,Missing Collection,36047018000,1
2013-08,Missing Collection,36047018100,1
2013-08,Missing Collection,36047018700,1
2013-08,Missing Collection,36047018800,1
2013-08,Missing Collection,36047019200,2
2013-08,Missing Collection,36047019300,1
2013-08,Missing Collection,36047019500,1
2013-08,Missing Collection,36047019700,1
2013-08,Missing Collection,36047019900,1
2013-08,Missing Collection,36047020200,1
2013-08,Missing Collection,36047020500,4
2013-08,Missing Collection,36047020700,3
2013-08,Missing Collection,36047020800,1
2013-08,Missing Collection,36047021100,1
2013-08,Missing Collection,36047021500,1
2013-08,Missing Collection,36047022100,1
2013-08,Missing Collection,36047022600,2
2013-08,Missing Collection,36047022700,1
